S=1,S=2,S=3,S=4,S=5,t
16.04525956,16.02727876,16.00943422,15.99171127,15.97409162,82
16.05704316,16.03924193,16.02156323,16.0039936,15.98651585,82.1
16.06390672,16.04638046,16.02896105,16.01163617,15.9943897,82.2
16.07897444,16.06152604,16.04417844,16.02691981,16.00973451,82.3
16.10092598,16.08341562,16.06600578,16.04868476,16.03143716,82.4
16.12125612,16.10373824,16.08631853,16.06898556,16.05172418,82.5
16.13512206,16.11774437,16.10045725,16.08324973,16.06610716,82.6
16.13771297,16.12071527,16.1037922,16.08693361,16.07012563,82.7
16.10831468,16.09240863,16.07653439,16.06068392,16.04484531,82.8
16.08514799,16.07002545,16.05491216,16.03980062,16.02467951,82.9
16.06544765,16.05092163,16.03639371,16.0218562,16.00729763,83
16.04618511,16.03216928,16.01814585,16.00410665,15.9900398,83.1
16.02814809,16.01454942,16.00094233,15.98731794,15.97366378,83.2
15.99093489,15.9781475,15.96533611,15.95249195,15.93960262,83.3
15.93328483,15.92168262,15.9100292,15.89831637,15.88653226,83.4
15.82465244,15.8153571,15.80594173,15.79640067,15.78672435,83.5
15.73776757,15.72977835,15.72165919,15.71340291,15.70499856,83.6
15.65001608,15.64310353,15.63606431,15.62888923,15.62156547,83.7
15.58526277,15.57870668,15.57205477,15.56529492,15.55841154,83.8
15.56003463,15.55294394,15.54581265,15.53862541,15.5313636,83.9
15.56610007,15.55796657,15.5498528,15.54174086,15.53360969,84
15.56197347,15.55313835,15.54436421,15.53563175,15.52691858,84.1
15.55877709,15.54932865,15.53997313,15.53069055,15.52145784,84.2
15.52813944,15.51874142,15.50943948,15.50021461,15.49104448,84.3
15.50553903,15.49601629,15.48659896,15.47726849,15.46800294,84.4
15.44614604,15.43736523,15.42866243,15.42002162,15.41142311,84.5
15.3944193,15.38608143,15.37781168,15.36959506,15.36141284,84.6
15.34055922,15.3326492,15.32479989,15.31699699,15.30922245,84.7
15.2935381,15.28582878,15.27818364,15.27058834,15.26302484,84.8
15.25921806,15.25139569,15.24365272,15.23597423,15.22834159,84.9
15.22435401,15.21644971,15.20863655,15.20089931,15.19321908,85
15.19785558,15.18970447,15.18166061,15.17370829,15.16582821,85.1
15.17351854,15.16511486,15.15683212,15.14865442,15.14056226,85.2
15.15645165,15.14768711,15.13905889,15.13055086,15.12214334,85.3
15.13650843,15.12749883,15.11863402,15.1098981,15.10127161,85.4
15.11846297,15.10921377,15.100116,15.0911541,15.0823089,85.5
15.10309011,15.09358487,15.08423715,15.07503172,15.06594975,85.6
15.12222572,15.11191825,15.10179036,15.09182641,15.08200727,85.7
15.13208187,15.12121682,15.1105431,15.10004519,15.08970415,85.8
15.13649551,15.12524625,15.11419218,15.10331835,15.09260636,85.9
15.13514577,15.12368013,15.11240637,15.10131044,15.09037481,86
15.12687973,15.11537845,15.10405843,15.09290685,15.08190739,86.1
15.11475922,15.1033205,15.0920494,15.08093436,15.06996027,86.2
15.06240506,15.05203575,15.04177514,15.03161569,15.02154597,86.3
15.07880032,15.06770248,15.0567424,15.04591062,15.03519409,86.4
15.07569504,15.06440156,15.05324939,15.04222885,15.0313267,86.5
15.06961453,15.0582297,15.04698451,15.03586936,15.0248712,86.6
15.09800497,15.0857853,15.0737339,15.06183966,15.05008819,86.7
15.14879508,15.13543653,15.12228041,15.10931419,15.09652223,86.8
15.19128295,15.17708007,15.16309959,15.1493284,15.1357504,86.9
15.20712091,15.19276644,15.17862245,15.16467728,15.15091614,87
15.22060609,15.20618868,15.19196709,15.1779311,15.16406727,87.1
15.20341604,15.18975384,15.17623392,15.16285001,15.14959228,87.2
15.17680882,15.16405231,15.15138538,15.1388049,15.12630407,87.3
15.15633347,15.14417808,15.1320836,15.12004786,15.10806502,87.4
15.18095676,15.16822296,15.15557769,15.14301631,15.13053084,87.5
15.20150444,15.18836665,15.17533421,15.16240093,15.14955753,87.6
15.21494526,15.20163383,15.18843224,15.17533372,15.16232848,87.7
15.22200774,15.20871346,15.19552412,15.18243301,15.16943045,87.8
15.20728316,15.19458517,15.1819599,15.1694025,15.156905,87.9
15.17348871,15.16183365,15.15020187,15.13859117,15.12699606,88
15.14425423,15.13335231,15.12244746,15.111538,15.100619,88.1
15.12689309,15.11631041,15.10572405,15.09513106,15.08452545,88.2
15.0832028,15.07361687,15.06399436,15.05433327,15.04462851,88.3
15.05026022,15.04121251,15.03212392,15.02299129,15.0138085,88.4
15.02488482,15.01609083,15.00726604,14.99840537,14.98950103,88.5
14.97848233,14.97047865,14.96242765,14.95432432,14.94616093,88.6
14.92405241,14.91692682,14.90973698,14.90247787,14.89514174,88.7
14.8837145,14.87693704,14.87010734,14.86321845,14.85626084,88.8
14.82880847,14.82272018,14.81657399,14.81036246,14.80407559,88.9
14.77944855,14.77378263,14.76806763,14.76229473,14.75645261,89
14.74150863,14.73588996,14.7302472,14.72456939,14.71884319,89.1
14.71764863,14.71171303,14.70579044,14.69986742,14.6939283,89.2
14.69296005,14.68678418,14.68064887,14.67453926,14.66843832,89.3
14.66966355,14.66325313,14.65690617,14.65060693,14.64433751,89.4
14.64548289,14.63890387,14.63240426,14.62596814,14.61957729,89.5
14.5988728,14.59276804,14.5867241,14.58072735,14.57476158,89.6
14.55118092,14.5455012,14.53986973,14.53427433,14.52870008,89.7
14.49356319,14.48851807,14.48350032,14.47849958,14.47350252,89.8
14.46466663,14.4593593,14.45410686,14.44889702,14.44371474,89.9
14.38746245,14.38332042,14.37918234,14.37504008,14.37088231,90
14.32719442,14.32349868,14.31980475,14.3161041,14.31238515,90.1
14.27013287,14.26671002,14.26329648,14.25988272,14.25645629,90.2
14.17204596,14.17005573,14.16801977,14.16593236,14.16378447,90.3
14.03162918,14.03213609,14.03249422,14.0327045,14.03276394,90.4
13.90385176,13.90589588,13.90776769,13.9094668,13.91098921,90.5
13.80866236,13.81094267,13.81310174,13.8151327,13.81702582,90.6
13.73532397,13.73717799,13.73898364,13.74072758,13.74239427,90.7
13.63817971,13.64037142,13.64253549,13.64465712,13.64671927,90.8
13.53168091,13.5344216,13.53714019,13.53982189,13.54244949,90.9
13.50224541,13.50327948,13.50440819,13.50560901,13.50685766,91
13.37098043,13.37368624,13.37639585,13.37909703,13.38177427,91.1
13.09111878,13.10072712,13.10991303,13.11870439,13.12712084,91.2
12.8644394,12.87696863,12.88904941,12.90069913,12.91192962,91.3
12.68867655,12.7015484,12.71411361,12.72636793,12.73830463,91.4
12.48458401,12.49874654,12.51265079,12.5262844,12.5396333,91.5
12.32827377,12.34170413,12.35503893,12.36824988,12.38130844,91.6
12.2113025,12.22290217,12.23459044,12.24632567,12.2580668,91.7
12.12326594,12.13257899,12.14214512,12.15191422,12.16183694,91.8
12.05934059,12.06617942,12.07340753,12.08097053,12.08881453,91.9
12.01411932,12.01852167,12.02341588,12.02874679,12.03445923,92
11.96849224,11.97090221,11.97386422,11.97732601,11.98123449,92.1
11.92422732,11.92496952,11.92629388,11.92815331,11.93049884,92.2
11.87937944,11.8787795,11.87876559,11.87929751,11.88033208,92.3
11.87820778,11.87523014,11.87290847,11.87120136,11.87006466,92.4
11.901709,11.89618161,11.89137624,11.88725068,11.88376013,92.5
11.93211742,11.92429072,11.91722944,11.91089235,11.90523558,92.6
11.96446537,11.9546587,11.94563799,11.93736466,11.92979729,92.7
11.99208886,11.98072326,11.97013724,11.96029699,11.95116542,92.8
12.01073887,11.99831773,11.98663796,11.97567323,11.96539313,92.9
12.02829367,12.01501736,12.00243616,11.99053116,11.97927865,93
12.02403664,12.01080819,11.99816722,11.9861081,11.97461894,93.1
11.97879663,11.96723724,11.95604286,11.94523225,11.93481512,93.2
11.91212698,11.90282908,11.89366584,11.88467641,11.87588936,93.3
11.85130597,11.84357882,11.83585632,11.82818256,11.820592,93.4
11.79159597,11.78508147,11.77849589,11.77188104,11.76527092,93.5
11.73301308,11.72741145,11.72170254,11.71592187,11.71009915,93.6
11.67909529,11.67402483,11.66884754,11.66359008,11.6582752,93.7
11.63218624,11.62726505,11.62226551,11.61720428,11.6120958,93.8
11.59756418,11.59229507,11.58700502,11.58170002,11.57638524,93.9
11.55045751,11.54539948,11.54032719,11.53524297,11.53014859,94
11.49143963,11.48703617,11.48259099,11.47810702,11.47358621,94.1
11.43557145,11.43156118,11.4275075,11.42341101,11.41927139,94.2
11.3911195,11.38696047,11.3827975,11.37862494,11.37443685,94.3
11.31168244,11.30888287,11.30599391,11.30301865,11.29995818,94.4
11.20237004,11.20197194,11.20133328,11.20047142,11.19939954,94.5
11.13980808,11.13921007,11.13846127,11.13756339,11.13651649,94.6
11.09671666,11.09520966,11.09367068,11.09208668,11.0904448,94.7
11.09127933,11.08769942,11.08425618,11.08092067,11.07766571,94.8
11.08359081,11.07840291,11.07345958,11.0687244,11.06416306,94.9
11.08482947,11.0780065,11.07151886,11.06532556,11.05938763,95
11.08123948,11.07325212,11.06564222,11.05836999,11.0513968,95.1
11.06443973,11.05600797,11.04793354,11.04018476,11.03272933,95.2
11.03117596,11.02308305,11.01526661,11.00770903,11.00038962,95.3
10.97706695,10.97017349,10.96341759,10.95680027,10.95031672,95.4
10.86597348,10.86267349,10.85919387,10.85557197,10.85183449,95.5
10.78523473,10.78325256,10.78104387,10.7786414,10.7760697,95.6
10.72688231,10.72497443,10.72290023,10.72067732,10.71831847,95.7
10.67854676,10.67629386,10.67395302,10.67152816,10.66902075,95.8
10.63284817,10.63022116,10.6275706,10.62489099,10.62217573,95.9
10.63769937,10.63293196,10.62830874,10.62380742,10.61940653,96
10.638174,10.63175755,10.62559555,10.61965667,10.61391115,96.1
10.63629083,10.62859186,10.62121392,10.6141225,10.60728451,96.2
10.63385216,10.62512194,10.61674944,10.60870068,10.60094253,96.3
10.63834519,10.6284963,10.61904246,10.60995005,10.60118576,96.4
10.60228821,10.59324357,10.58446578,10.57594161,10.56765456,96.5
10.6029785,10.5930715,10.58346262,10.57413646,10.56507482,96.6
10.62829855,10.61678238,10.60564327,10.59485912,10.58440604,96.7
10.64493109,10.63237787,10.62022825,10.60845978,10.59704831,96.8
10.68676444,10.67246543,10.65864184,10.64526632,10.63231037,96.9
10.66668042,10.65339217,10.64042034,10.62776038,10.61540296,97
10.66125452,10.64817113,10.63534049,10.62276547,10.61044352,97.1
10.67121987,10.65768737,10.64440695,10.63138053,10.61860524,97.2
10.60466406,10.59429843,10.58386681,10.57340931,10.56295575,97.3
10.56259271,10.55354524,10.54434552,10.53503516,10.52564683,97.4
10.52628494,10.51806237,10.50965799,10.501108,10.49244181,97.5
10.56065511,10.55046516,10.54025539,10.53004138,10.51983493,97.6
10.58105061,10.56964016,10.55830591,10.54705054,10.53587499,97.7
10.61480677,10.60194583,10.58925415,10.5767243,10.56434836,97.8
10.66889769,10.65414335,10.63966327,10.62544066,10.61145922,97.9
10.69365474,10.6782891,10.66320583,10.6483889,10.63382243,98
10.71400219,10.69829592,10.6828587,10.66767753,10.65273886,98.1
10.7357938,10.71977217,10.70400621,10.68848547,10.6731985,98.2
10.75622955,10.74002103,10.72404717,10.70830053,10.69277221,98.3
10.75830407,10.74268162,10.72721542,10.71190704,10.69675532,98.4
10.71147833,10.69851231,10.68546609,10.67236706,10.6592363,98.5
10.67586529,10.66455838,10.65306239,10.64141084,10.62963095,98.6
10.64270574,10.63268789,10.62241977,10.61193463,10.60126032,98.7
10.60729313,10.59845399,10.58932327,10.57993161,10.57030538,98.8
10.54281659,10.53627548,10.52932096,10.52198981,10.51431434,98.9
10.48699112,10.48192755,10.47641981,10.47049925,10.46419418,99
10.43511184,10.43107641,10.42660886,10.42173128,10.41646445,99.1
10.39285212,10.38924292,10.38525802,10.38090735,10.37620126,99.2
10.34484742,10.34184169,10.33849498,10.33480933,10.33078809,99.3
10.29689906,10.29439009,10.29157831,10.28845884,10.28502864,99.4
10.25825677,10.25574514,10.25300118,10.25001085,10.24676276,99.5
10.22218995,10.21956907,10.21678174,10.21380707,10.21062705,99.6
10.18409842,10.18147698,10.17873559,10.17584985,10.17279803,99.7
10.13926477,10.1369525,10.13453314,10.13198352,10.12928215,99.8
10.10363947,10.1011576,10.09861932,10.09599789,10.09326824,99.9
10.08328378,10.08000673,10.07676394,10.0735212,10.07024653,100
10.06377871,10.05982605,10.05597186,10.05217889,10.04841192,100.1
10.07509727,10.06935579,10.06384868,10.05852823,10.05334973,100.2
10.12885017,10.12030915,10.1121658,10.10436255,10.0968455,100.3
10.22019919,10.20858898,10.19748881,10.18684164,10.17659277,100.4
10.32719761,10.31283974,10.29904284,10.28575831,10.27293753,100.5
10.4483975,10.43189435,10.41590724,10.40040963,10.38537023,100.6
10.56681012,10.54815944,10.530015,10.5123642,10.49518662,100.7
10.67762128,10.65680175,10.63652489,10.61678175,10.59755457,100.8
10.77913577,10.75632017,10.73410107,10.71246737,10.69139966,100.9
10.86588143,10.84153545,10.81782377,10.7947325,10.77224038,101
10.94870067,10.92312893,10.89820738,10.87392149,10.85025002,101.1
11.0462149,11.01920446,10.99286978,10.96719504,10.94215828,101.2
11.15588542,11.12740047,11.09960945,11.07249675,11.04604077,101.3
11.27628512,11.2464546,11.21730986,11.1888396,11.16102594,101.4
11.39256182,11.36144073,11.33101038,11.3012607,11.27217507,101.5
11.49897699,11.4667658,11.43525099,11.40442232,11.37426338,101.6
11.58912397,11.55638944,11.52431719,11.49290115,11.46212895,101.7
11.67283755,11.63990448,11.60757609,11.57585306,11.54472922,101.8
11.74849006,11.71573527,11.6834992,11.65179234,11.62061739,101.9
11.83198014,11.79910839,11.7667048,11.73478444,11.70335447,102
11.91291158,11.8800656,11.84762985,11.81562445,11.7840615,102.1
12.00563536,11.97240413,11.93956416,11.90713585,11.8751321,102.2
12.08990342,12.05666104,12.02376238,11.99123128,11.95908416,102.3
12.15898515,12.12640739,12.09407188,12.06201188,12.0302525,102.4
12.21305285,12.18180506,12.15064766,12.11962829,12.08878514,102.5
12.27265884,12.24234735,12.2120282,12.18175511,12.15157244,102.6
12.31012748,12.28169067,12.253082,12.22436729,12.19560246,102.7
12.35714583,12.32994307,12.30247815,12.27481894,12.2470244,102.8
12.42429679,12.39734332,12.37012406,12.34270011,12.3151255,102.9
12.50049693,12.47344277,12.44614354,12.41865228,12.39101665,103
12.54099164,12.51538635,12.48943955,12.4632078,12.43674266,103.1
12.60269029,12.57746082,12.55188759,12.52602071,12.49990676,103.2
12.65977229,12.63509081,12.6100521,12.58470146,12.55908176,103.3
12.68598081,12.66316379,12.63987971,12.61617877,12.59210864,103.4
12.72830202,12.70641252,12.68403349,12.66121028,12.6379868,103.5
12.80779096,12.78533446,12.76246212,12.73920794,12.71560592,103.6
12.85912086,12.83721409,12.81489075,12.79217998,12.76911165,103.7
12.93682135,12.91444775,12.89171963,12.86865712,12.84528207,103.8
13.00528192,12.9828248,12.96004784,12.9369649,12.91359223,103.9
13.07522913,13.05267094,13.0298245,13.00669851,12.98330449,104
13.14501801,13.12239834,13.09951624,13.07637633,13.05298631,104.1
13.20042841,13.17831527,13.15592617,13.13326562,13.11034094,104.2
13.28518513,13.26252195,13.23963388,13.21652012,13.19318305,104.3
13.35966217,13.33684661,13.31383124,13.29061232,13.26718936,104.4
13.43335341,13.41044964,13.38736472,13.36409287,13.34063149,104.5
13.49892007,13.47624748,13.45339054,13.43034359,13.40710382,104.6
13.55812087,13.53591606,13.51350851,13.49089411,13.46807113,104.7
13.6198873,13.59802107,13.57594484,13.55365477,13.53114919,104.8
13.6835536,13.66193746,13.64011101,13.61807003,13.5958123,104.9
13.75920644,13.73741722,13.71544315,13.6932775,13.67091564,105
13.84889808,13.82653988,13.80404003,13.78138836,13.75857696,105.1
13.91363048,13.89159301,13.86940189,13.8470484,13.82452567,105.2
13.98789724,13.9658214,13.94360444,13.92123669,13.89871023,105.3
14.05930947,14.0373213,14.01519545,13.9929222,13.97049343,105.4
14.12161167,14.10004958,14.07833119,14.05644882,14.03439599,105.5
14.1803078,14.15928003,14.13807245,14.11667967,14.09509707,105.6
14.23539838,14.21499479,14.19438531,14.17356678,14.15253647,105.7
14.2900875,14.27026559,14.25021825,14.22994366,14.20944021,105.8
14.34508617,14.32577617,14.30622885,14.28644284,14.26641691,105.9
14.41385571,14.39456183,14.37504857,14.35531259,14.33535087,106
14.48982017,14.47034151,14.45066976,14.43079926,14.41072484,106.1
14.56028973,14.54082111,14.52117346,14.50133991,14.48131415,106.2
14.63749641,14.61785507,14.59805654,14.57809233,14.55795462,106.3
14.74198658,14.72159087,14.70107581,14.68043118,14.65964746,106.4
14.86211072,14.84091832,14.81962431,14.79821977,14.77669609,106.5
14.97786805,14.95591257,14.93388077,14.91176354,14.88955197,106.6
15.0884483,15.06581478,15.04313238,15.02039105,14.99758089,106.7
15.18993746,15.16682359,15.14368367,15.12050651,15.09728116,106.8
15.28592959,15.26250883,15.2390763,15.21562026,15.1921292,106.9
15.38437724,15.36062298,15.33687132,15.31311,15.28932702,107
15.48657748,15.46243662,15.43831384,15.41419632,15.39007155,107.1
15.57349072,15.549401,15.52532239,15.50124325,15.47715209,107.2
15.6683189,15.6440647,15.6198266,15.59559312,15.57135287,107.3
15.74170924,15.71797434,15.69422075,15.67044053,15.64662544,107.4
15.80279632,15.77996959,15.75706858,15.73409045,15.71103148,107.5
15.85913436,15.83730624,15.81534868,15.79326332,15.77105048,107.6
15.92672433,15.90543232,15.88398908,15.86239741,15.84065885,107.7
15.99040313,15.9697419,15.94890447,15.92789496,15.90671617,107.8
16.05394444,16.03387013,16.01360007,15.99313908,15.97249074,107.9
16.12856597,16.10868887,16.08861978,16.0683624,16.04791935,108
16.20511618,16.18537267,16.16544403,16.1453327,16.12504027,108.1
16.27618371,16.25673945,16.23710795,16.21729116,16.19729027,108.2
16.36092804,16.34137285,16.32164882,16.30175605,16.28169412,108.3
16.44298135,16.42340802,16.4036786,16.38379185,16.36374621,108.4
16.50894281,16.48985035,16.4705876,16.45115411,16.431549,108.5
16.56948831,16.5510164,16.53235402,16.51350185,16.49446005,108.6
16.64266595,16.62437416,16.60589748,16.58723565,16.56838805,108.7
16.70942793,16.69150379,16.67339046,16.65508757,16.63659438,108.8
16.78175184,16.7640062,16.74607743,16.72796426,16.70966521,108.9
16.85646612,16.83882413,16.82100843,16.80301672,16.78484659,109
16.93574963,16.91808307,16.90025767,16.88226985,16.86411601,109.1
16.99986488,16.98263206,16.965231,16.94765866,16.92991198,109.2
17.05885509,17.042183,17.02532777,17.00828727,16.99105926,109.3
17.11951743,17.10331056,17.08691258,17.07032167,17.05353582,109.4
17.14451273,17.12990805,17.1150419,17.0999176,17.08453782,109.5
17.18123098,17.16764557,17.15377147,17.139613,17.12517378,109.6
17.24618372,17.23267343,17.21889718,17.20485678,17.19055366,109.7
17.30605542,17.29275924,17.27921184,17.26541329,17.25136342,109.8
17.36187081,17.34888749,17.33566209,17.32219345,17.30848031,109.9
17.41146034,17.39894027,17.38617979,17.37317712,17.35993045,110
17.50428119,17.49115989,17.47783879,17.4643138,17.45058094,110.1
17.60962347,17.59578009,17.58177147,17.56759235,17.55323751,110.2
17.72562025,17.7110448,17.69632609,17.68145919,17.66643906,110.3
17.82901436,17.81382629,17.79852512,17.78310467,17.76755871,110.4
17.92640387,17.9107353,17.89498023,17.87913121,17.86318083,110.5
18.0176268,18.00163285,17.98557284,17.96943836,17.95322107,110.6
18.11505989,18.09864742,18.08219042,18.06567959,18.04910576,110.7
18.21928071,18.20236952,18.185435,18.16846714,18.15145611,110.8
18.31762152,18.30034476,18.28306148,18.26576113,18.24843335,110.9
18.41599168,18.39837416,18.38076512,18.36315358,18.34552876,111
18.48721692,18.46995884,18.45269138,18.43540548,18.41809208,111.1
18.55793996,18.54103138,18.52409778,18.5071317,18.49012549,111.2
18.61335557,18.59722194,18.58102675,18.56476559,18.54843356,111.3
18.6619829,18.64677194,18.63145845,18.61604111,18.60051786,111.4
18.67092202,18.6578337,18.64453991,18.63104684,18.61735933,111.5
18.7070356,18.69495888,18.68264794,18.67010983,18.65735032,111.6
18.72423004,18.7136504,18.70278682,18.6916485,18.68024333,111.7
18.7304137,18.72150153,18.71225485,18.70268461,18.69280043,111.8
18.76303016,18.75479042,18.74622254,18.73733507,18.72813562,111.9
18.80920797,18.80119723,18.79288421,18.78427422,18.77537203,112
18.82876045,18.82171155,18.81435092,18.8066831,18.79871222,112.1
18.8401326,18.83418694,18.82791547,18.8213223,18.81441123,112.2
18.85708071,18.85193766,18.84647241,18.84068744,18.83458513,112.3
18.87249233,18.86809884,18.86338996,18.8583665,18.85302937,112.4
18.84877974,18.84620891,18.84327744,18.83998824,18.83634408,112.5
18.84029187,18.83884018,18.8370259,18.8348506,18.83231589,112.6
18.83373593,18.83319309,18.83229755,18.83104891,18.82944701,112.7
18.78805156,18.78946626,18.79048717,18.79111566,18.79135317,112.8
18.78890293,18.79063976,18.79202655,18.79306056,18.79373944,112.9
18.79527695,18.79714989,18.79871934,18.79997887,18.80092273,113
18.83232127,18.83357849,18.8346006,18.83537704,18.83589818,113.1
18.84896631,18.85015651,18.85115208,18.85194032,18.85250949,113.2
18.86249597,18.86370507,18.86475174,18.86562194,18.86630257,113.3
18.85967617,18.86133257,18.86283564,18.86417176,18.86532809,113.4
18.85856971,18.86056405,18.86241846,18.86411942,18.86565406,113.5
18.85486664,18.85722038,18.85944518,18.86152778,18.86345547,113.6
18.87895485,18.88092496,18.88280793,18.88458876,18.88625305,113.7
18.90532676,18.90690216,18.90842777,18.90988736,18.9112653,113.8
18.93144494,18.93268125,18.93389792,18.93507811,18.93620553,113.9
18.96028089,18.9611579,18.9620423,18.96291691,18.96376506,114
18.99207863,18.99256945,18.99309258,18.99363069,18.99416691,114.1
19.02357283,19.02372749,19.0239344,19.02417642,19.02443677,114.2
19.05021429,19.05017914,19.05020784,19.05028396,19.05039137,114.3
19.07540665,19.0752359,19.07513688,19.07509412,19.07509232,114.4
19.10484882,19.10445796,19.10414942,19.10390838,19.10372007,114.5
19.12025829,19.12002098,19.11985774,19.11975566,19.11970169,114.6
19.11234562,19.11286482,19.11342043,19.11400349,19.1146045,114.7
19.10293066,19.1041504,19.10537671,19.10660348,19.10782388,114.8
19.06809489,19.07063746,19.07312863,19.07556689,19.07794962,114.9
19.04081754,19.04426129,19.04762692,19.05091444,19.05412278,115
19.02560755,19.02949316,19.0333006,19.03702931,19.04067784,115.1
18.99191,18.99667488,19.00134064,19.00590765,19.01037544,115.2
18.96042743,18.96588382,18.97123287,18.97647484,18.98160926,115.3
18.89755965,18.90449471,18.91127608,18.91790662,18.92438832,115.4
18.83383364,18.8420176,18.85002219,18.85785085,18.86550624,115.5
18.7727772,18.78192341,18.790884,18.79966148,18.8082578,115.6
18.74499563,18.7540738,18.76300913,18.77180016,18.78044533,115.7
18.72016938,18.72911194,18.7379513,18.74668288,18.75530225,115.8
18.68478827,18.69387994,18.70288969,18.71181146,18.72063943,115.9
18.62945102,18.63919594,18.64885297,18.65841669,18.66788183,116
18.57637121,18.58659486,18.59673454,18.60678468,18.61673984,116.1
18.52989652,18.54034626,18.55072773,18.5610344,18.57125994,116.2
18.49299833,18.5033871,18.51373423,18.52403166,18.53427165,116.3
18.46839396,18.47842281,18.48844618,18.49845412,18.50843708,116.4
18.46492778,18.47413974,18.48339733,18.49268801,18.5019998,116.5
18.44092502,18.44992488,18.4589871,18.46809921,18.47724919,116.6
18.42387842,18.43252302,18.44125071,18.4500488,18.45890499,116.7
18.41199255,18.42020297,18.42851794,18.43692451,18.4454101,116.8
18.40222978,18.41001234,18.41791755,18.42593248,18.43404452,116.9
18.37204761,18.37997218,18.3880072,18.39614199,18.4043659,117
18.34164012,18.34968779,18.35783638,18.36607696,18.37440044,117.1
18.30331766,18.31167015,18.32010632,18.32861926,18.33720176,117.2
18.28820143,18.29621837,18.30433567,18.31254574,18.32084077,117.3
18.29735247,18.30451177,18.31180894,18.31923448,18.3267788,117.4
18.28127381,18.28828365,18.29543138,18.30270835,18.31010577,117.5
18.258419,18.26547202,18.27265318,18.2799553,18.28737093,117.6
18.21424848,18.22191884,18.22967833,18.23752335,18.24544969,117.7
18.1813417,18.18921343,18.19716351,18.20518917,18.21328705,117.8
18.10830831,18.11747811,18.12665806,18.13585053,18.14505686,117.9
18.03305112,18.04335811,18.05362762,18.06386467,18.0740731,118
18.00187077,18.01191912,18.02196134,18.03199892,18.04203274,118.1
17.94362258,17.95416855,17.9646976,17.97521121,17.98571029,118.2
17.88651521,17.8974463,17.90835733,17.91924916,17.93012225,118.3
17.83703104,17.84806826,17.85909702,17.87011663,17.88112617,118.4
17.79368698,17.80464476,17.81561295,17.82658903,17.83757045,118.5
17.75533718,17.76609391,17.77688273,17.78769939,17.7985398,118.6
17.72084067,17.73132427,17.74186188,17.7524478,17.76307654,118.7
17.68980592,17.69996648,17.71020188,17.72050524,17.73087001,118.8
17.64892073,17.65906042,17.6692779,17.67956659,17.68992015,118.9
17.6162238,17.62612442,17.63611617,17.64619198,17.656345,119
17.63444697,17.6429654,17.65163627,17.66044905,17.6693937,119.1
17.67222044,17.67914743,17.68628699,17.69362578,17.70115112,119.2
17.67479551,17.68105798,17.68754816,17.69425298,17.70115985,119.3
17.67456443,17.68031341,17.68629596,17.69249991,17.69891341,119.4
17.6711517,17.67653171,17.68214304,17.68797491,17.69401671,119.5
17.66399356,17.66915277,17.67453358,17.680127,17.68592403,119.6
17.65951985,17.66441808,17.66953162,17.67485276,17.68037367,119.7
17.65089568,17.65567415,17.660655,17.66583219,17.67119935,119.8
17.64090211,17.64561129,17.65050886,17.65559032,17.6608507,119.9
17.604123,17.60953877,17.61508646,17.6207664,17.62657802,120
17.51993389,17.52740907,17.53488759,17.54237996,17.54989485,120.1
17.452225,17.46085959,17.46944577,17.47799589,17.48652058,120.2
17.46163418,17.46915806,17.47670409,17.48427781,17.49188383,120.3
17.36308329,17.37270676,17.38224268,17.391704,17.40110211,120.4
