S=1,S=2,S=3,S=4,S=5,t
20.07349456,20.01063321,19.9476379,19.88444637,19.82097567,40.6
20.10332599,20.04071698,19.97797543,19.91503959,19.85182719,40.7
20.12280429,20.06043001,19.99792517,19.93522841,19.87225798,40.8
20.13768085,20.07553585,20.01326253,19.95079987,19.88806662,40.9
20.14349645,20.08156626,20.01951045,19.95726826,19.89475879,41
20.14826611,20.08654842,20.02470783,19.96268385,19.90039591,41.1
20.15990943,20.09841432,20.03679868,19.97500231,19.91294509,41.2
20.17089221,20.10961663,20.04822289,19.98665112,19.92482159,41.3
20.18475597,20.12370435,20.0625368,20.00119379,19.93959604,41.4
20.20578799,20.14497178,20.08404156,20.02293815,19.96158281,41.5
20.22666373,20.166083,20.10539019,20.04452652,19.98341374,41.6
20.24135459,20.18099944,20.1205345,20.05990131,19.99902204,41.7
20.25828486,20.19815721,20.13792192,20.07752088,20.01687671,41.8
20.26632079,20.20640662,20.14638746,20.08620544,20.02578352,41.9
20.27196011,20.21225577,20.1524492,20.09248274,20.03227965,42
20.26373531,20.20421993,20.14460578,20.0848353,20.02483188,42.1
20.26424777,20.20493411,20.14552457,20.08596179,20.02616938,42.2
20.27224671,20.21314372,20.15394727,20.09460026,20.03502665,42.3
20.281592,20.22270024,20.16371735,20.1045865,20.045232,42.4
20.27686832,20.21817228,20.15938824,20.1004595,20.04131054,42.5
20.28225341,20.22376616,20.16519338,20.10647862,20.04754667,42.6
20.29559305,20.23732424,20.17897192,20.12047994,20.06177349,42.7
20.29144493,20.23337279,20.17522015,20.116931,20.05843072,42.8
20.29528627,20.23741862,20.17947295,20.12139346,20.06310583,42.9
20.29716627,20.23949778,20.18175381,20.12387877,20.06579861,43
20.28865531,20.2311715,20.17361531,20.11593126,20.05804541,43.1
20.28142455,20.22412966,20.16676535,20.10927625,20.0515886,43.2
20.28666716,20.22957578,20.17241714,20.11513611,20.05765925,43.3
20.29414808,20.23726249,20.18031163,20.12324068,20.06597652,43.4
20.31144439,20.25477187,20.19803553,20.14118087,20.08413526,43.5
20.32655038,20.27008779,20.21356297,20.15692173,20.10009188,43.6
20.34482276,20.28857338,20.23226319,20.17583836,20.11922715,43.7
20.36211506,20.30607938,20.2499844,20.19377664,20.13738479,43.8
20.38041256,20.32459059,20.26871083,20.21272009,20.15654753,43.9
20.40260784,20.34700187,20.29133938,20.23556755,20.17961603,44
20.42235069,20.36695794,20.31151013,20.25595478,20.20022197,44.1
20.41649608,20.36129752,20.306047,20.25069214,20.19516311,44.2
20.4104233,20.35541749,20.30036275,20.24520677,20.18987986,44.3
20.40978713,20.35497901,20.30012453,20.24517156,20.19005059,44.4
20.40706118,20.35244824,20.2977916,20.24303925,20.18812188,44.5
20.39793331,20.34351067,20.28904733,20.23449137,20.17977357,44.6
20.4119168,20.35769722,20.30343838,20.24908866,20.19457923,44.7
20.42865303,20.37463994,20.32058888,20.26644855,20.21215055,44.8
20.46546075,20.41166135,20.35782411,20.30389818,20.24981582,44.9
20.51936841,20.4657834,20.41215979,20.35844732,20.30457902,45
20.57139215,20.51802358,20.46461588,20.41111936,20.35746779,45.1
20.6088476,20.55569742,20.50250857,20.44923179,20.39580144,45.2
20.6484844,20.59555428,20.5425859,20.48953043,20.43632281,45.3
20.68056392,20.62785512,20.57510902,20.52227716,20.46929497,45.4
20.70988995,20.65740153,20.60487698,20.55226819,20.49951105,45.5
20.73655326,20.68428397,20.63197995,20.57959338,20.52706057,45.6
20.75009173,20.69803876,20.64595336,20.5937879,20.54147895,45.7
20.75352836,20.70168692,20.64981602,20.59786813,20.54577994,45.8
20.75579738,20.70416427,20.65250467,20.60077113,20.54890044,45.9
20.73973815,20.6883054,20.63685037,20.58532551,20.5336675,46
20.70859982,20.6573566,20.60609624,20.55477096,20.5033171,46.1
20.66610464,20.6150386,20.56396113,20.51282411,20.46156343,46.2
20.60360096,20.55269678,20.50178805,20.45082613,20.39974619,46.3
20.5157025,20.46493615,20.41417364,20.36336554,20.31244598,46.4
20.43697431,20.38634752,20.3357315,20.28507625,20.23431508,46.5
20.37791933,20.32743631,20.27696894,20.22646695,20.17586323,46.6
20.33728838,20.28695182,20.23663414,20.18628499,20.13583717,46.7
20.30805941,20.25786865,20.20769902,20.15750023,20.10720518,46.8
20.29072997,20.24068482,20.19066217,20.14061189,20.09046712,46.9
20.28622752,20.23632925,20.18645397,20.13655187,20.08655648,47
20.28001849,20.23026548,20.1805361,20.13078082,20.08093353,47.1
20.26061229,20.21100424,20.16142139,20.11181434,20.06211717,47.2
20.24140518,20.19194092,20.14250336,20.09304325,20.04349487,47.3
20.20755103,20.15822581,20.1089298,20.05961373,20.01021186,47.4
20.16125131,20.11206257,20.0629063,20.01373314,19.96447713,47.5
20.09566792,20.04660939,19.99758786,19.94855364,19.89944035,47.6
20.00925983,19.96032306,19.91142907,19.86252767,19.81355178,47.7
19.94500482,19.89618369,19.84740896,19.79863021,19.74978008,47.8
19.8876243,19.83892061,19.79026615,19.74161042,19.69288591,47.9
19.84573755,19.7971545,19.74862225,19.70009037,19.65149145,48
19.82492506,19.77645998,19.72804579,19.67963234,19.63115259,48.1
19.81218293,19.76384254,19.71555268,19.66726356,19.6189086,48.2
19.80600961,19.75780233,19.70964495,19.66148804,19.61326557,48.3
19.80168011,19.75360408,19.70557729,19.65755072,19.60945885,48.4
19.7990717,19.75112538,19.70322763,19.65532984,19.607367,48.5
19.79778835,19.74997005,19.70219969,19.65442904,19.60659359,48.6
19.83464841,19.78694298,19.73928283,19.69162036,19.64389195,48.7
19.89167369,19.84407275,19.79651372,19.74894974,19.70131815,48.8
19.9619861,19.9144835,19.86701915,19.81954694,19.77200522,48.9
20.04505761,19.99764723,19.95027128,19.90288441,19.85542598,49
20.13055031,20.08323632,20.03595305,19.9886559,19.94128523,49.1
20.19764059,20.15045391,20.10329503,20.05612002,20.00887014,49.2
20.25738478,20.21034054,20.1633217,20.11628493,20.06917232,49.3
20.31059024,20.2637014,20.21683602,20.16995135,20.12299023,49.4
20.33328167,20.28659591,20.23993371,20.19325263,20.14649595,49.5
20.35462874,20.30814799,20.26169105,20.21521579,20.16866588,49.6
20.37470682,20.32843264,20.28218267,20.23591505,20.18957387,49.7
20.38383374,20.33778222,20.29175612,20.24571378,20.19959952,49.8
20.37999297,20.33418081,20.28839624,20.24259764,20.19672944,49.9
20.37661553,20.33103688,20.28548789,20.23992702,20.1942988,50
20.37252526,20.32717745,20.28186137,20.23653554,20.19114462,50.1
20.36891822,20.32379586,20.2787072,20.23361084,20.18845158,50.2
20.36547667,20.32057484,20.27570861,20.23083669,20.18590401,50.3
20.36247008,20.31778416,20.27313567,20.22848341,20.18377247,50.4
20.37854414,20.33403906,20.28957186,20.24510164,20.20057384,50.5
20.41949158,20.37512621,20.33079768,20.28646552,20.2420758,50.6
20.46725722,20.4230232,20.37882466,20.33462164,20.29036085,50.7
20.5033904,20.45931221,20.41526896,20.37122106,20.32711575,50.8
20.53600144,20.49208633,20.4482059,20.40432094,20.36037914,50.9
20.55440949,20.51068457,20.46699509,20.42330206,20.37955348,51
20.56357915,20.52006212,20.47658196,20.43309979,20.38956381,51.1
20.57194798,20.5286376,20.48536552,20.44209302,20.39876848,51.2
20.5874819,20.54436038,20.50127811,20.45819655,20.41506435,51.3
20.60080215,20.55787145,20.5149811,20.47209272,20.42915523,51.4
20.60920617,20.56647424,20.52378409,20.48109749,20.43836353,51.5
20.63128413,20.58872194,20.546202,20.50368633,20.46112436,51.6
20.65443698,20.61204426,20.56969422,20.52734912,20.48495874,51.7
20.67612195,20.63390258,20.59172643,20.549556,20.50734139,51.8
20.6999505,20.65789625,20.61588564,20.57388144,20.53183408,51.9
20.7271622,20.68526243,20.64340657,20.60155764,20.55966644,52
20.76092184,20.71916705,20.67745601,20.63575208,20.59400648,52.1
20.82206664,20.78040311,20.73878168,20.69716618,20.65550851,52.2
20.89115491,20.84957237,20.80802997,20.76649209,20.72491127,52.3
20.96441914,20.92291438,20.88144772,20.83998405,20.79847662,52.4
21.03357755,20.99216543,20.95078964,20.90941556,20.8679971,52.5
21.09942184,21.05811631,21.01684562,20.97557559,20.93426072,52.6
21.16187174,21.1206864,21.07953466,21.03838276,20.99718576,52.7
21.20989441,21.16887073,21.12788031,21.08688971,21.04585437,52.8
21.25449614,21.21364452,21.17282608,21.13200765,21.09114504,52.9
21.29596111,21.2552907,21.21465365,21.17401702,21.13333694,53
21.34856345,21.30804463,21.2675587,21.22707304,21.18654422,53.1
21.4118426,21.37144915,21.33108758,21.29072565,21.25032046,53.2
21.47170876,21.43145399,21.39123037,21.35100599,21.3107384,53.3
21.52911109,21.48900462,21.44892874,21.40885188,21.36873201,53.4
21.56238025,21.52249642,21.48264416,21.44279201,21.40289812,53.5
21.59375702,21.55409862,21.5144729,21.47484852,21.43518375,53.6
21.61925752,21.57983873,21.54045415,21.50107246,21.46165201,53.7
21.64097305,21.60180028,21.56266347,21.52353132,21.48436224,53.8
21.65639574,21.61748182,21.57860603,21.53973705,21.50083324,53.9
21.66672075,21.6280725,21.5894649,21.55086653,21.5122357,54
21.67247717,21.63410031,21.59576686,21.5574453,21.51909382,54.1
21.68096315,21.64283853,21.60475981,21.56669543,21.52860351,54.2
21.69799044,21.66008283,21.62222295,21.58437929,21.54651005,54.3
21.73016132,21.69241824,21.65472372,21.61704643,21.57934481,54.4
21.75139573,21.71385077,21.67635589,21.63887983,21.60138115,54.5
21.77671584,21.73935322,21.70204186,21.66475065,21.62743833,54.6
21.80976022,21.77255324,21.73539821,21.69826422,21.66111029,54.7
21.83852342,21.80148543,21.76450034,21.72753741,21.69055584,54.8
21.85173184,21.81491152,21.77814604,21.74140464,21.70464657,54.9
21.85767558,21.82109108,21.78456376,21.74806282,21.71154744,55
21.86159811,21.82524871,21.78895889,21.75269778,21.71642451,55.1
21.86496746,21.82884676,21.79278797,21.7567602,21.72072252,55.2
21.85194721,21.81610412,21.78032627,21.74458257,21.70883186,55.3
21.8555211,21.81988274,21.78431179,21.74877715,21.71323766,55.4
21.85712984,21.82169534,21.78633048,21.75100415,21.71567517,55.5
21.86731558,21.83205085,21.79685734,21.76170402,21.72654983,55.6
21.86308516,21.82803678,21.79306201,21.75812978,21.72319897,55.7
21.85524465,21.82041382,21.7856592,21.75094962,21.71624389,55.8
21.8178771,21.78335969,21.74892293,21.7145353,21.68015511,55.9
21.77470743,21.74050408,21.70638601,21.6723213,21.63826777,56
21.73279278,21.69887641,21.66504965,21.63128026,21.59752564,56.1
21.69704154,21.66337226,21.62979624,21.59628106,21.56278384,56.2
21.68374003,21.65022335,21.61680206,21.58344376,21.55010564,56.3
21.67038582,21.63701698,21.60374551,21.57053909,21.53735498,56.4
21.65631185,21.62308798,21.58996343,21.55690593,21.52387278,56.5
21.62819185,21.59515804,21.56222623,21.52936406,21.49652873,56.6
21.59919195,21.56634394,21.53360048,21.50092915,21.46828705,56.7
21.55310696,21.52050156,21.48800408,21.45558188,21.42319177,56.8
21.5237655,21.49132291,21.4589905,21.42673561,21.39451505,56.9
21.48876266,21.45649602,21.42434203,21.39226798,21.36023055,57
21.43912968,21.40708529,21.37515673,21.34331107,21.31150476,57.1
21.40400308,21.37211164,21.3403382,21.30864983,21.27700294,57.2
21.40234122,21.3704767,21.33873047,21.3070699,21.27545177,57.3
21.3973787,21.36555815,21.33385629,21.30224073,21.27066856,57.4
21.38298457,21.35124632,21.31962758,21.2880961,21.25660917,57.5
21.36730043,21.33564823,21.30411635,21.2726727,21.24127473,57.6
21.3173686,21.28593968,21.25463357,21.22341797,21.19225009,57.7
21.2437053,21.21258488,21.18159088,21.15069059,21.11984069,57.8
21.16476082,21.13394027,21.10325004,21.07265697,21.0421172,57.9
21.083165,21.05262799,21.02222517,20.99192301,20.96167713,58
21.01759496,20.98724641,20.95703498,20.92692695,20.89687772,58.1
20.95629936,20.92610534,20.896051,20.86610255,20.83621524,58.2
20.90168775,20.87161172,20.84167744,20.81185109,20.78208791,58.3
20.85626342,20.82626463,20.79640903,20.76666289,20.73698154,58.4
20.81558081,20.78564078,20.755845,20.72615989,20.69654094,58.5
20.76289353,20.73306306,20.70337834,20.67380579,20.64430091,58.6
20.69653311,20.66686359,20.63734187,20.60793425,20.57859608,58.7
20.58057223,20.55128225,20.52214419,20.49312374,20.46417549,58.8
20.48186656,20.45283398,20.42395661,20.39519979,20.3665177,58.9
20.44507612,20.41600732,20.38709425,20.35830259,20.32958684,59
20.41136313,20.38225725,20.35330734,20.32447939,20.29572828,59.1
20.39758848,20.36837677,20.33932035,20.31038566,20.28152814,59.2
20.38344324,20.35414355,20.3249984,20.29597463,20.2670282,59.3
20.36460945,20.33525993,20.30606423,20.27698956,20.2479923,59.4
20.34109746,20.31173271,20.28252118,20.25343032,20.22441688,59.5
20.31771002,20.28833715,20.25911684,20.23001682,20.20099417,59.6
20.31289405,20.28344145,20.25414011,20.22495816,20.19585318,59.7
20.29625416,20.26678476,20.23746568,20.20826534,20.17914166,59.8
20.29209551,20.26256124,20.23317597,20.20390848,20.17471716,59.9
20.27514272,20.24561507,20.21623547,20.1869729,20.15778604,60
20.24350933,20.21406656,20.18477129,20.15559261,20.12648928,60.1
20.20280089,20.17349037,20.14432712,20.11528019,20.08630835,60.2
20.16584593,20.13664298,20.10758704,20.07864719,20.04978226,60.3
20.14568388,20.11649978,20.08746205,20.05853996,20.0296926,60.4
20.1432492,20.1140021,20.08490025,20.05591328,20.02700069,60.5
20.15456378,20.12520721,20.09599433,20.06689519,20.03786983,60.6
20.1944024,20.16483633,20.13541154,20.10609868,20.07685854,60.7
20.22311862,20.1934141,20.16384867,20.13439345,20.10500988,60.8
20.23992758,20.21015897,20.18052746,20.15100457,20.12155218,60.9
20.25326821,20.22346575,20.19379848,20.16423823,20.13474731,61
20.26036323,20.23057245,20.20091508,20.17136318,20.14187938,61.1
20.26338943,20.23364385,20.20402996,20.17452004,20.14507696,61.2
20.25969535,20.23003986,20.20051451,20.1710917,20.14173447,61.3
20.25587653,20.22631354,20.19687927,20.16754622,20.13827762,61.4
20.25080061,20.22133752,20.19200188,20.16276627,20.13359406,61.5
20.23315385,20.20386598,20.17470451,20.14564202,20.11664186,61.6
20.21792232,20.18878596,20.15977518,20.13086255,20.10201145,61.7
20.18826207,20.15935999,20.13058297,20.10190344,20.07328464,61.8
20.16536258,20.13663567,20.10803353,20.07952854,20.05108392,61.9
20.10014029,20.07186231,20.04370919,20.0156528,19.98765581,62
20.05356073,20.02556098,19.99768674,19.96990967,19.94219215,62.1
19.99381557,19.9661584,19.93862774,19.91119493,19.88382197,62.2
19.92198413,19.89471887,19.86758158,19.84054318,19.81356519,62.3
19.92552366,19.89814201,19.87088931,19.84373683,19.81664654,62.4
19.93732162,19.90979923,19.88240625,19.85511437,19.82788606,62.5
19.96935663,19.94161288,19.91399826,19.886485,19.85903623,62.6
19.97417174,19.94638253,19.91872226,19.89116346,19.86366964,62.7
19.97703712,19.94922684,19.92154518,19.89396492,19.86644989,62.8
19.96254837,19.93483978,19.90725936,19.87977998,19.8523656,62.9
19.9495663,19.92194954,19.89446055,19.8670723,19.83974889,63
19.93578692,19.908266,19.8808725,19.85357949,19.82635119,63.1
19.92142611,19.89400609,19.86671315,19.83952045,19.81239233,63.2
19.90091602,19.87363621,19.84648319,19.81943012,19.79244141,63.3
19.86186979,19.83485592,19.80796846,19.78118045,19.7544561,63.4
19.79537459,19.76881211,19.74237563,19.71603776,19.68976224,63.5
19.70896553,19.68296139,19.65708334,19.63130342,19.60558466,63.6
19.64892686,19.62321481,19.59763041,19.57214545,19.54672272,63.7
19.60028327,19.57474985,19.54934607,19.52404365,19.49880526,63.8
19.5051416,19.48012867,19.45524658,19.43046653,19.40575054,63.9
19.39953098,19.37505632,19.35071454,19.32647623,19.3023027,64
19.3039521,19.27986605,19.25591607,19.23207234,19.20829567,64.1
19.21561584,19.1918164,19.16815668,19.14460657,19.12112656,64.2
19.12685811,19.10331509,19.07991552,19.05662906,19.03341591,64.3
19.03735248,19.01403929,18.99087337,18.96782419,18.94485167,64.4
18.94673477,18.92362764,18.90067174,18.87783634,18.85508111,64.5
18.85560973,18.83268547,18.80991637,18.78727154,18.76471044,64.6
18.76328575,18.74052867,18.71793064,18.69546061,18.67307781,64.7
18.67791629,18.65525149,18.63274961,18.61037955,18.58810045,64.8
18.5944787,18.57188154,18.54945089,18.5271556,18.5049548,64.9
18.53893564,18.51618477,18.49360427,18.47116326,18.44882118,65
18.4380338,18.41551996,18.39317792,18.37097663,18.34887528,65.1
18.34577987,18.32339934,18.30119275,18.27912901,18.2571672,65.2
18.30055659,18.27792889,18.25547858,18.23317496,18.21097757,65.3
18.31704673,18.29380689,18.27074712,18.24783756,18.22503877,65.4
18.33061705,18.30685686,18.28327818,18.25985194,18.23653961,65.5
18.37710085,18.35271007,18.32850083,18.30444495,18.28050501,65.6
18.41929028,18.3943508,18.36959227,18.34498737,18.32049964,65.7
18.45707129,18.43166246,18.40643336,18.3813574,18.35639905,65.8
18.45922858,18.43364985,18.40824775,18.38299612,18.35786003,65.9
18.44844573,18.42282948,18.39738574,18.3720887,18.34690382,66
18.39999921,18.37470296,18.34957211,18.32458087,18.29969469,66.1
18.40202402,18.37657393,18.35128734,18.3261388,18.30109427,66.2
18.40411024,18.37853445,18.35311992,18.32784156,18.30266577,66.3
18.45369747,18.42767414,18.40181148,18.37608503,18.35046199,66.4
18.50286002,18.47643853,18.45017649,18.42405006,18.39802719,66.5
18.54619283,18.51945215,18.49286901,18.46642013,18.44007409,66.6
18.57723315,18.55030987,18.523541,18.49690367,18.47036702,66.7
18.5839015,18.55704143,18.53033026,18.50374534,18.47725616,66.8
18.58513851,18.558397,18.53179876,18.50532134,18.47893443,66.9
18.58500731,18.5583963,18.5319234,18.50556626,18.4792948,67
18.58363941,18.55716829,18.53083055,18.50460397,18.4784586,67.1
18.57111472,18.54489301,18.51879929,18.49281132,18.46689919,67.2
18.56478551,18.53873325,18.51280523,18.48697926,18.46122548,67.3
18.57197827,18.5459583,18.52006072,18.49426344,18.46853681,67.4
18.5205132,18.49515698,18.46991397,18.44476172,18.41967021,67.5
18.50419674,18.47904336,18.4540015,18.42904864,18.4041547,67.6
18.48553178,18.46059261,18.4357635,18.41102184,18.38633746,67.7
18.40423751,18.38020923,18.35628134,18.33243062,18.3086262,67.8
18.33381712,18.31044734,18.28717437,18.26397446,18.24081614,67.9
18.27541435,18.25248287,18.2296487,18.20688767,18.18416787,68
18.23685372,18.21409661,18.19144061,18.16886135,18.14632669,68.1
18.17948761,18.15709391,18.13480281,18.11258965,18.09042194,68.2
18.13352769,18.11133202,18.08924256,18.06723444,18.045275,68.3
18.01997543,17.99874023,17.97760533,17.95654517,17.93552629,68.4
17.921844,17.90123902,17.88073536,17.86030689,17.83991951,68.5
17.83977798,17.81953002,17.7993885,17.77932692,17.75931072,68.6
17.75875808,17.73880991,17.71897375,17.69922277,17.67952209,68.7
17.69165448,17.67181734,17.65209946,17.63247387,17.61290553,68.8
17.62868027,17.60890057,17.58924705,17.56969271,17.55020242,68.9
17.57258719,17.55279003,17.53312585,17.5135677,17.4940805,69
17.52014608,17.50029881,17.48059075,17.46099504,17.44147671,69.1
17.47668525,17.45671163,17.43688318,17.41717323,17.39754703,69.2
17.45036189,17.43011104,17.41001187,17.39003803,17.37015515,69.3
17.41904049,17.39860448,17.37832442,17.35817427,17.33811999,69.4
17.3685931,17.34821248,17.32798811,17.30789415,17.2878968,69.5
17.32656839,17.30614932,17.285888,17.26575884,17.24572828,69.6
17.26049616,17.24032762,17.22031386,17.20042938,17.18064073,69.7
17.1927144,17.17278876,17.1530157,17.13336979,17.11381764,69.8
17.13301169,17.11320561,17.0935523,17.07402641,17.05459461,69.9
17.08497242,17.06514299,17.04546858,17.02592398,17.00647603,70
17.04735023,17.02739356,17.00759514,16.98792994,16.96836502,70.1
16.99721181,16.97729616,16.95753887,16.93791506,16.91839197,70.2
16.94771251,16.92783098,16.90810798,16.88851877,16.86903077,70.3
16.88788947,16.86816799,16.84860316,16.82917034,16.80983703,70.4
16.85124547,16.83139667,16.81170742,16.79215323,16.77270183,70.5
16.80782496,16.7879526,16.76824047,16.74866424,16.72919184,70.6
16.77989334,16.75982956,16.739929,16.72016756,16.70051343,70.7
16.77181904,16.75138096,16.73111091,16.71098511,16.69097214,70.8
16.76880722,16.74799152,16.72734766,16.70685222,16.68647427,70.9
16.72886877,16.7081635,16.68762501,16.66723015,16.64694829,71
16.69526387,16.67458614,16.65407225,16.6336993,16.61343693,71.1
16.68572826,16.66479896,16.64403547,16.62341517,16.60290803,71.2
16.67872918,16.65756355,16.63656481,16.61571063,16.59497136,71.3
16.68007662,16.6586161,16.637324,16.61617833,16.59514986,71.4
16.71397109,16.69192353,16.67004933,16.64832693,16.62672767,71.5
16.7510203,16.7284212,16.70599891,16.68373237,16.66159348,71.6
16.7916631,16.76855242,16.74562054,16.72284687,16.70020393,71.7
16.83396933,16.81038453,16.78697942,16.76373389,16.74062105,71.8
16.87116082,16.84720853,16.8234347,16.7998197,16.77633724,71.9
16.90518207,16.88094777,16.856889,16.83298661,16.80921486,72
16.9435182,16.91899475,16.89464404,16.87044737,16.84637958,72.1
16.97444942,16.94976246,16.92524305,16.90087296,16.87662754,72.2
17.00135115,16.97657947,16.95196886,16.92750152,16.90315331,72.3
17.02451328,16.99972651,16.97509336,16.9505964,16.92621197,72.4
17.03747285,17.0128201,16.98831075,16.96392777,16.9396479,72.5
17.03384506,17.00956628,16.985416,16.96137753,16.937428,72.6
16.967378,16.9444908,16.92169264,16.8989674,16.87629271,72.7
16.94127461,16.91890262,16.89661004,16.87438048,16.85219136,72.8
16.9001414,16.87846701,16.85686,16.83530368,16.81377513,72.9
16.8362656,16.81557694,16.79493935,16.77433572,16.75374269,73
16.77407404,16.75419713,16.73436316,16.7145544,16.69474683,73.1
16.73936351,16.71975456,16.7001946,16.68066514,16.66114148,73.2
16.72624059,16.70655885,16.68693817,16.66735948,16.64779754,73.3
16.70790401,16.68824457,16.66865469,16.64911491,16.6295996,73.4
16.67443276,16.65502722,16.63569388,16.61641295,16.59715851,73.5
16.64291351,16.62370552,16.6045735,16.58549738,16.56645099,73.6
16.55342835,16.53536249,16.51735316,16.49938037,16.48141792,73.7
16.48157815,16.46416878,16.44681361,16.42949219,16.41217783,73.8
16.41988518,16.40287147,16.3859169,16.36900051,16.35209507,73.9
16.33989769,16.32352146,16.3072036,16.29092275,16.27465123,74
16.28387209,16.26765846,16.25151411,16.23541717,16.21933944,74.1
16.27915472,16.26235702,16.24565213,16.22901784,16.21242568,74.2
16.2454381,16.22854435,16.21175408,16.19504498,16.17838848,74.3
16.19607391,16.17934717,16.16272696,16.14619105,16.1297109,74.4
16.15825824,16.14150709,16.12486946,16.10832316,16.09183973,74.5
16.14622442,16.12907783,16.11205874,16.09514495,16.07830805,74.6
16.13639565,16.1188866,16.1015159,16.08426152,16.06709525,74.7
16.09762942,16.08025487,16.06301602,16.04589129,16.0288529,74.8
16.04093358,16.02397958,16.00715156,15.99042849,15.97378308,74.9
16.00403793,15.98712093,15.970332,15.95365022,15.93704848,75
15.98931011,15.97210895,15.9550448,15.93809683,15.921238,75.1
15.98110047,15.96357109,15.94618702,15.92892756,15.91176587,75.2
16.01366161,15.99531706,15.97713391,15.95909164,15.94116369,75.3
16.0626485,16.04339994,16.0243274,16.00541071,15.98662374,75.4
16.1054992,16.0855074,16.06570183,16.0460627,16.02656435,75.5
16.11362288,16.0934551,16.0734692,16.05364611,16.03396091,75.6
16.13528305,16.11477574,16.09445043,16.07428857,16.05426585,75.7
16.17270768,16.15169657,16.13087108,16.11021308,16.08969878,75.8
16.177771,16.15680952,16.13602213,16.11539152,16.09489476,75.9
16.2056359,16.18437768,16.16329261,16.14236383,16.12156889,76
16.25576198,16.23394143,16.21229914,16.19081853,16.16947758,76.1
16.26702627,16.24529624,16.22373158,16.20231651,16.18102978,76.2
16.23704748,16.21614993,16.19538353,16.17473382,16.1541809,76.3
16.25367094,16.23269448,16.21184696,16.19111406,16.170476,76.4
16.23816635,16.2176805,16.19730536,16.1770271,16.15682652,76.5
16.21988865,16.19989125,16.17998903,16.16016845,16.14041062,76.6
16.173248,16.15421494,16.13524947,16.11633856,16.09746384,76.7
16.13089452,16.11261547,16.09438774,16.07619824,16.05802855,76.8
16.05558605,16.03859609,16.02162822,16.00466951,15.98770168,76.9
15.97517852,15.95937143,15.94356717,15.92775236,15.91190829,77
15.90898807,15.89391067,15.87883465,15.86374562,15.84862388,77.1
15.85237496,15.83774897,15.82313166,15.8085075,15.79385574,77.2
15.80187078,15.78752804,15.77320523,15.7588858,15.74454796,77.3
15.75471659,15.74056434,15.72644439,15.71233928,15.69822638,77.4
15.70774162,15.69375522,15.67981261,15.66589564,15.651981,77.5
15.66979585,15.65580535,15.64187291,15.62797978,15.61410207,77.6
15.64927015,15.6350006,15.62080797,15.60667297,15.59257122,77.7
15.64311601,15.62838551,15.61375222,15.5991965,15.58469361,77.8
15.63800278,15.62286406,15.60783846,15.59290622,15.57804252,77.9
15.63242843,15.61694785,15.60159227,15.586342,15.57117229,78
15.63267667,15.61681237,15.60108418,15.58547257,15.56995294,78.1
15.61952266,15.60355782,15.58773069,15.57202217,15.55640815,78.2
15.60942986,15.59333339,15.57737673,15.5615412,15.5458031,78.3
15.63241438,15.61569704,15.59913371,15.58270579,15.5663897,78.4
15.65408394,15.63684966,15.6197789,15.60285332,15.58604965,78.5
15.65716242,15.6397747,15.62254868,15.60546661,15.58850588,78.6
15.65878626,15.64129829,15.6239686,15.6067801,15.58971078,78.7
15.63546876,15.61835426,15.60138016,15.58453045,15.5677842,78.8
15.61409992,15.59728308,15.58059366,15.56401636,15.54753099,78.9
15.62187794,15.60482323,15.58790065,15.57109495,15.55438597,79
15.65485241,15.637211,15.61971448,15.60234745,15.58508971,79.1
15.72373731,15.70514634,15.68671695,15.66843376,15.65027667,79.2
15.78962721,15.77019376,15.75093548,15.73183704,15.71287851,79.3
15.85584176,15.83565526,15.81565403,15.79582292,15.77614226,79.4
15.91542856,15.89464158,15.87404566,15.85362592,15.83336306,79.5
15.94646237,15.9255855,15.90488995,15.88436173,15.86398237,79.6
15.97051492,15.94969066,15.92903404,15.90853198,15.88816699,79.7
15.98783933,15.96720006,15.9467116,15.92636182,15.90613419,79.8
16.00135018,15.98096033,15.96070402,15.94057,15.92054259,79.9
16.00630962,15.98632302,15.96644891,15.94667693,15.9269923,80
16.00255533,15.98311749,15.96376826,15.94449817,15.92529331,80.1
15.99859893,15.97965417,15.96077963,15.94196627,15.92320066,80.2
15.991545,15.97310729,15.95472351,15.93638483,15.9180781,80.3
15.9864657,15.9684348,15.95044783,15.93249585,15.91456561,80.4
15.97065846,15.95322688,15.93582358,15.9184397,15.90106209,80.5
15.90099544,15.88535687,15.86968697,15.85397887,15.83822131,80.6
15.84580223,15.83130568,15.81675654,15.80214742,15.78746663,80.7
15.80496477,15.79110746,15.77719945,15.76323184,15.74919152,80.8
15.74904556,15.7360699,15.7230376,15.7099387,15.69675909,80.9
15.75752603,15.74400202,15.73046175,15.71689286,15.70327903,81
15.80524866,15.79064189,15.776063,15.76149808,15.74692935,81.1
15.82822746,15.8130546,15.79793724,15.78286038,15.76780523,81.2
15.85749966,15.84173089,15.82604209,15.81041754,15.79483777,81.3
15.89630971,15.8798578,15.86350943,15.84724833,15.83105456,81.4
15.9040991,15.88762751,15.8712591,15.85497814,15.83876518,81.5
15.9122628,15.89577978,15.8793992,15.86310585,15.84688074,81.6
15.94884869,15.93183417,15.91493814,15.89814515,15.88143603,81.7
15.98175987,15.96435318,15.94707454,15.92990858,15.91283623,81.8
16.01665217,15.99887389,15.98123115,15.96370879,15.94628796,81.9
