T=1,T=2,T=3,T=4,T=5,t
20.57431723,19.91963961,16.38269565,16.18992529,16.02114639,41.1
20.5850438,19.93191383,16.41249687,16.2197691,16.05009459,41.2
20.59507339,19.94353398,16.44072155,16.24837795,16.07806253,41.3
20.60813364,19.95799622,16.47402597,16.28078139,16.10910906,41.4
20.62873253,19.97953103,16.51962925,16.32267059,16.14793692,41.5
20.64913158,20.00092239,16.56426651,16.36402327,16.18646724,41.6
20.66297629,20.01622587,16.59736651,16.39670134,16.21805928,41.7
20.67918392,20.03373407,16.63407414,16.43211189,16.25188958,41.8
20.6859601,20.04248938,16.65436434,16.45519557,16.27585789,41.9
20.6901949,20.04888672,16.67063016,16.4750572,16.29718507,42
20.67969271,20.04165227,16.66150616,16.47593677,16.303381,42.1
20.67854028,20.04299131,16.67054046,16.48940279,16.31919591,42.2
20.68537316,20.05168044,16.69362843,16.51306409,16.3430058,42.3
20.69364198,20.0616898,16.71900737,16.53839473,16.36812788,42.4
20.68690832,20.05788805,16.71947592,16.54506814,16.37836234,42.5
20.69097393,20.06400794,16.73914346,16.56565118,16.39947951,42.6
20.70349369,20.07794636,16.77261781,16.59671321,16.42902548,42.7
20.69738348,20.07470767,16.7750253,16.60441483,16.43987475,42.8
20.69983634,20.07929885,16.79227948,16.62286599,16.45911702,42.9
20.70022574,20.0819516,16.80592771,16.63849728,16.47603628,43
20.68954068,20.07439687,16.80109619,16.64020515,16.48179696,43.1
20.68025333,20.06809477,16.80024051,16.64434019,16.48922295,43.2
20.68431524,20.07402624,16.82205048,16.66523034,16.50987606,43.3
20.69075831,20.08215627,16.84746337,16.68894843,16.53282528,43.4
20.70765799,20.09991943,16.8885054,16.72488112,16.56574657,43.5
20.72220374,20.11553572,16.92510799,16.75763299,16.59619521,43.6
20.74008732,20.13427088,16.96623694,16.79416226,16.62985029,43.7
20.75688111,20.15205857,17.00513362,16.8292528,16.66248039,43.8
20.77472335,20.17083769,17.04495471,16.86527628,16.69598014,43.9
20.79669227,20.19344851,17.09030759,16.90583673,16.73331123,44
20.81602145,20.21365788,17.13091519,16.94294082,16.76793876,44.1
20.8078987,20.20879276,17.1278476,16.9472502,16.77632221,44.2
20.79960177,20.20369611,17.12559339,16.95159685,16.78448184,44.3
20.7971909,20.20391175,17.13397905,16.96338428,16.7983367,44.4
20.79256779,20.20207104,17.13931252,16.9726261,16.81002819,44.5
20.78109335,20.1939553,17.13444522,16.97393722,16.81524472,44.6
20.79448941,20.20844894,17.16846599,17.00442222,16.84373783,44.7
20.81078269,20.2256562,17.20636159,17.03820184,16.87505203,44.8
20.84842461,20.26256163,17.27323764,17.09557222,16.92616293,44.9
20.90410509,20.31628118,17.36175314,17.17174958,16.99367757,45
20.95770544,20.36817692,17.44670619,17.24533386,17.05923836,45.1
20.99576058,20.40579925,17.51061422,17.30185645,17.11053986,45.2
21.03605974,20.44558492,17.57668095,17.3605517,17.16391401,45.3
21.06822127,20.47798663,17.63086393,17.41009655,17.20987265,45.4
21.09740423,20.50769938,17.68019425,17.45602412,17.25296871,45.5
21.12370968,20.53481057,17.7248635,17.49846078,17.29329311,45.6
21.13588119,20.54908982,17.74840147,17.52480973,17.32061866,45.7
21.13717248,20.55348946,17.75549923,17.53863999,17.33784668,45.8
21.13727061,20.55672663,17.76147993,17.5511432,17.35380774,45.9
21.117543,20.54206303,17.73717028,17.54092732,17.35162853,46
21.08154701,20.51265519,17.68852469,17.51205954,17.33441973,46.1
21.03339331,20.47211219,17.62281918,17.46938674,17.30579207,46.2
20.96362652,20.41201226,17.52548432,17.40221915,17.2573806,46.3
20.86638856,20.32709521,17.38719249,17.30353766,17.18366253,46.4
20.77988657,20.25091896,17.27666186,17.22017704,17.11952972,46.5
20.7154309,20.19374624,17.20716527,17.16397612,17.0749547,46.6
20.67135692,20.15443534,17.17117117,17.13168929,17.04842062,46.7
20.6398159,20.1261942,17.15403274,17.11357239,17.03286021,46.8
20.62124037,20.10953687,17.15513421,17.10973119,17.02868521,46.9
20.61652439,20.1053998,17.17473365,17.12089275,17.03679439,47
20.60991013,20.09960554,17.19047862,17.12960794,17.04309386,47.1
20.58892191,20.08095471,17.18512377,17.12250969,17.03675868,47.2
20.56815974,20.06249112,17.17973227,17.11558543,17.03055598,47.3
20.53145044,20.02975003,17.15056913,17.0908825,17.01015589,47.4
20.48120933,19.98487497,17.10197493,17.05147394,16.97790219,47.5
20.40995601,19.92120871,17.02272665,16.98900141,16.92718744,47.6
20.31604659,19.83723901,16.91113299,16.90184272,16.85658194,47.7
20.24702692,19.7746394,16.84199829,16.84319819,16.80693839,47.8
20.18577133,19.71866365,16.78679709,16.79400354,16.76411888,47.9
20.14160799,19.67772371,16.75768286,16.764098,16.73626489,48
20.12043223,19.65729281,16.7598733,16.75867791,16.72818295,48.1
20.10786957,19.64477559,16.77282405,16.76258853,16.72804313,48.2
20.10222642,19.63872846,16.79395469,16.77399176,16.73449518,48.3
20.09847592,19.63450204,16.81606201,16.78682964,16.7424348,48.4
20.09648621,19.63197713,16.8390614,16.80099492,16.75176348,48.5
20.0958347,19.63076569,16.86246053,16.81604438,16.76209787,48.6
20.13599605,19.66687668,16.9340091,16.87201521,16.80762625,48.7
20.19725772,19.72284389,17.02677661,16.94812304,16.87163041,48.8
20.27222753,19.79194569,17.13187171,17.03684596,16.94769691,48.9
20.36016321,19.8737131,17.24736114,17.1372349,17.03540633,49
20.45041665,19.95793281,17.36416596,17.23955664,17.12537664,49.1
20.52143077,20.02406728,17.46338541,17.32418262,17.19890329,49.2
20.58453659,20.08304575,17.5538593,17.40119502,17.26588786,49.3
20.64054769,20.1356674,17.63596069,17.47124099,17.32701616,49.4
20.66344524,20.15859907,17.67867846,17.50925269,17.361201,49.5
20.68480873,20.1802436,17.71890646,17.5455673,17.39416709,49.6
20.70472965,20.20067147,17.75682177,17.58028461,17.425976,49.7
20.7126101,20.21048356,17.77934133,17.6031475,17.44816202,49.8
20.70623793,20.20772024,17.78357868,17.61192938,17.45891082,49.9
20.70047408,20.20537644,17.78881725,17.62115099,17.46990433,50
20.69400561,20.20231881,17.79344618,17.62962006,17.48018839,50.1
20.68815556,20.19970284,17.79901405,17.63854209,17.4907397,50.2
20.68256636,20.19722206,17.80498459,17.64754404,17.50126608,50.3
20.67752569,20.19514074,17.81173732,17.65694335,17.5120336,50.4
20.69349708,20.21153973,17.84414529,17.68628668,17.53914057,50.5
20.73645959,20.25213655,17.9074908,17.74100982,17.5877489,50.6
20.78665135,20.29941413,17.97823859,17.80234619,17.64227555,50.7
20.82412176,20.33540857,18.0340011,17.8516405,17.68677217,50.8
20.85767959,20.36800144,18.08462783,17.89702717,17.72813892,50.9
20.87561267,20.38683551,18.11623566,17.9275145,17.75725584,51
20.88333931,20.39673224,18.13537545,17.9483338,17.77849387,51.1
20.89021841,20.40584217,18.15346731,17.96822021,17.79893838,51.2
20.9050478,20.42187119,18.18103381,17.99536258,17.82529667,51.3
20.91744248,20.43575261,18.20541064,18.02001251,17.84962539,51.4
20.92441521,20.44487348,18.2231292,18.03945416,17.86969296,51.5
20.94648985,20.46722312,18.25891317,18.07294699,17.90129857,51.6
20.9696813,20.49063413,18.29584681,18.10750056,17.93388625,51.7
20.99120818,20.51263776,18.33059699,18.14045029,17.9652309,51.8
21.01510596,20.53670774,18.36759832,18.17521282,17.99809914,51.9
21.04273491,20.56404555,18.408425,18.21304346,18.03353471,52
21.07744437,20.59776355,18.45735408,18.25757307,18.07470565,52.1
21.14175696,20.65814111,18.53865594,18.32928318,18.13927943,52.2
21.21441053,20.72632244,18.62821992,18.4085994,18.21079639,52.3
21.2913862,20.79862593,18.72180661,18.49179541,18.28596535,52.4
21.36385602,20.8669614,18.81037395,18.57086762,18.35769069,52.5
21.4326102,20.93211734,18.89464193,18.64660489,18.426749,52.6
21.49756006,20.99401468,18.97447686,18.71891444,18.4930585,52.7
21.54665503,21.04195098,19.03662313,18.77695332,18.54740039,52.8
21.59192523,21.0865948,19.09418266,18.83146335,18.59889664,52.9
21.63368547,21.12822014,19.14753305,18.88273787,18.64778946,53
21.68764872,21.18063994,19.21429953,18.94488997,18.70591678,53.1
21.75317112,21.24344499,19.29330917,19.01733895,18.77298336,53.2
21.81486445,21.30297326,19.36789383,19.08637208,18.83729944,53.3
21.87378135,21.36013896,19.439163,19.15287738,18.8995998,53.4
21.90590442,21.394022,19.48036054,19.19570169,18.94228867,53.5
21.93595694,21.42607074,19.51923084,19.236596,18.98337801,53.6
21.9594955,21.45244453,19.55066383,19.27159682,19.0196074,53.7
21.97888813,21.4751484,19.57743657,19.30277406,19.05263643,53.8
21.99133201,21.49176502,19.59626989,19.32759816,19.08039489,53.9
21.99820277,21.50343219,19.60869087,19.34717678,19.10375065,54
22.00011691,21.5106557,19.61576774,19.36221578,19.12323398,54.1
22.00535621,21.52042838,19.6269945,19.37984634,19.14454356,54.2
22.02040992,21.53834869,19.64967457,19.40579293,19.17236798,54.3
22.05252361,21.57080725,19.69142989,19.44636525,19.21204326,54.4
22.07237402,21.59274563,19.71945288,19.47625899,19.24298592,54.5
22.09685649,21.61859717,19.75271866,19.51009995,19.2770897,54.6
22.1300007,21.65187324,19.79544817,19.55131202,19.31722096,54.7
22.15833038,21.68103418,19.83276524,19.58832589,19.35392251,54.8
22.16917259,21.69524412,19.850565,19.61020787,19.37827141,54.9
22.17192449,21.70244703,19.85944166,19.62499279,19.3967402,55
22.17257574,21.70765728,19.86629987,19.63782095,19.41341498,55.1
22.17279816,21.71227836,19.87292715,19.65005808,19.42938971,55.2
22.15456613,21.7011513,19.85926123,19.64651014,19.43247502,55.3
22.15556413,21.7058049,19.86711699,19.65863105,19.44777338,55.4
22.15448338,21.70852628,19.87269352,19.66872228,19.46125221,55.5
22.16324918,21.71942923,19.88938615,19.68706906,19.48122606,55.6
22.15573292,21.71649552,19.88837125,19.69167225,19.48997778,55.7
22.14431481,21.71003766,19.88286693,19.69250783,19.49547891,55.8
22.09924051,21.67531447,19.8399162,19.66492166,19.4781496,55.9
22.0481133,21.63488309,19.791178,19.63179554,19.45578397,56
21.99909234,21.59546219,19.74563475,19.59978846,19.43360771,56.1
21.95773426,21.56175952,19.70956929,19.57375679,19.41551046,56.2
21.94239454,21.54940197,19.70212656,19.56884368,19.41388286,56.3
21.92707925,21.53695823,19.69471513,19.56381129,19.41198314,56.4
21.91102768,21.52379003,19.6864446,19.55798516,19.40927774,56.5
21.87902325,21.49715728,19.66095308,19.53884948,19.39570683,56.6
21.84625449,21.46961005,19.6351048,19.51897901,19.3812096,56.7
21.794115,21.42568253,19.58892706,19.48323929,19.35368839,56.8
21.7616227,21.39760612,19.56399669,19.46291686,19.33803468,56.9
21.72282082,21.36406213,19.53241529,19.43722322,19.31781054,57
21.66743657,21.31648467,19.48333354,19.39785279,19.28633498,57.1
21.62912874,21.28262649,19.45279129,19.37187968,19.26511714,57.2
21.62899408,21.28075218,19.46229706,19.3768755,19.26885352,57.3
21.62493039,21.27575868,19.46751156,19.37882134,19.27018094,57.4
21.61000245,21.2617683,19.46127335,19.37206603,19.26446262,57.5
21.59356355,21.24654496,19.45324359,19.36400302,19.25765191,57.6
21.53769846,21.19865945,19.40408622,19.32458834,19.22556635,57.7
21.45471829,21.12808188,19.32683628,19.26340696,19.1757447,57.8
21.36636446,21.05226624,19.24396497,19.19687559,19.12103575,57.9
21.2757815,20.97369625,19.15941797,19.12772586,19.0634689,58
21.20462072,20.91013509,19.095605,19.07288567,19.01651358,58.1
21.13879685,20.85051885,19.03740395,19.02169355,18.97202874,58.2
21.08097238,20.79717882,18.98779841,18.97657409,18.9320223,58.3
21.03385517,20.75254875,18.94948171,18.93987455,18.89852829,58.4
20.99216089,20.71243526,18.91681578,18.90754499,18.86844172,58.5
20.93657599,20.66088424,18.8700059,18.86441874,18.8295641,58.6
20.86525908,20.59627884,18.80699312,18.80881511,18.78049443,58.7
20.73621029,20.48453663,18.68538999,18.70893167,18.69593324,58.8
20.6288103,20.38877761,18.58678322,18.62412123,18.62214922,58.9
20.59364807,20.35175587,18.56095698,18.59417656,18.59193248,59
20.56164637,20.317756,18.53824961,18.56715972,18.56423226,59.1
20.55198126,20.30290821,18.53755601,18.55806547,18.55142878,59.2
20.54141273,20.28783101,18.53580498,18.54881362,18.53878821,59.3
20.52501955,20.26840156,18.52836549,18.5357212,18.52327181,59.4
20.50289583,20.24460696,18.5153152,18.51873442,18.50478189,59.5
20.48065722,20.22099706,18.50196165,18.50188671,18.48656982,59.6
20.47940018,20.21519152,18.50902096,18.50151645,18.48209885,59.7
20.46424782,20.19819292,18.50222132,18.49073968,18.46932111,59.8
20.46317589,20.19316737,18.50898709,18.49096796,18.46576911,59.9
20.4470239,20.1760449,18.50094026,18.48010527,18.45337849,60
20.41362084,20.14502383,18.47598224,18.45650273,18.43078402,60.1
20.36963139,20.10539649,18.44084031,18.4251198,18.40190911,60.2
20.33021882,20.06928721,18.41017972,18.3969383,18.37552704,60.3
20.31047579,20.04909788,18.39846439,18.38320273,18.3608234,60.4
20.31108317,20.04581733,18.40620858,18.38483,18.35880587,60.5
20.32704255,20.05577119,18.42882325,18.39874341,18.36722379,60.6
20.37468399,20.09321079,18.48179152,18.43800628,18.39731369,60.7
20.40926974,20.12014381,18.52235295,18.46785153,18.41989627,60.8
20.42981863,20.13583256,18.54951625,18.48757476,18.43439667,60.9
20.44604015,20.14831374,18.572466,18.50442714,18.44679992,61
20.45470884,20.15494982,18.58826218,18.51611158,18.45521748,61.1
20.4583953,20.1578013,18.59947641,18.52457107,18.46121937,61.2
20.45406615,20.15433444,18.60319471,18.52747678,18.46286054,61.3
20.44956854,20.15076673,18.60670471,18.53030399,18.46453748,61.4
20.44358441,20.1460197,18.60868697,18.53202629,18.46540198,61.5
20.42274027,20.12940282,18.59671105,18.52318629,18.45779831,61.6
20.40499182,20.11501455,18.58742815,18.51618385,18.45163047,61.7
20.37019371,20.08699358,18.56202426,18.49696514,18.43564945,61.8
20.34391573,20.06523423,18.54434173,18.48308605,18.42377365,61.9
20.26692214,20.0036693,18.47994087,18.43437809,18.38415578,62
20.21374934,19.95928274,18.43713849,18.40026598,18.35549655,62.1
20.14531867,19.90238038,18.38007938,18.35497312,18.31767622,62.2
20.06313586,19.83392419,18.31011505,18.29928278,18.27121301,62.3
20.07148401,19.83625291,18.32296163,18.30514831,18.27357613,62.4
20.08883466,19.84656285,18.34433411,18.31826572,18.28213836,62.5
20.12874474,19.8763158,18.38676769,18.34887511,18.30552596,62.6
20.13659673,19.88036266,18.40005194,18.35706125,18.31075021,62.7
20.14181237,19.88265308,18.41099084,18.36379114,18.31497079,62.8
20.1261643,19.86864845,18.40320073,18.35649073,18.30798655,62.9
20.11231989,19.85606394,18.39704567,18.35043854,18.30202406,63
20.09751805,19.84272941,18.38989683,18.34365952,18.29549901,63.1
20.08201588,19.82885277,18.38218093,18.33646226,18.28865423,63.2
20.05917058,19.80918643,18.36774424,18.32418174,18.27772995,63.3
20.01407164,19.77210078,18.33338776,18.29689539,18.25477852,63.4
19.93603139,19.7092217,18.26975298,18.2475288,18.21413325,63.5
19.834722,19.62747766,18.18492663,18.18166788,18.16005872,63.6
19.76764963,19.56988722,18.12955167,18.1356299,18.12072408,63.7
19.71502942,19.52278343,18.08633572,18.0980067,18.08770966,63.8
19.60593796,19.43214926,17.99391854,18.02368781,18.02548165,63.9
19.48546834,19.33136994,17.89046001,17.93999091,17.95522985,64
19.37913272,19.23947719,17.79822718,17.86284281,17.88923603,64.1
19.28290745,19.15400472,17.71443131,17.79059226,17.82632741,64.2
19.18690148,19.06791304,17.63046741,17.71737353,17.76210282,64.3
19.09056409,18.98092986,17.545681,17.64287221,17.69640003,64.4
18.99333212,18.89274054,17.459406,17.56673479,17.62901707,64.5
18.89596933,18.80391092,17.37263683,17.48961819,17.5604184,64.6
18.79755289,18.71381448,17.28458648,17.41101516,17.49024025,64.7
18.70817563,18.63004384,17.20424547,17.33742537,17.42351637,64.8
18.62132559,18.54799701,17.12613733,17.26512276,17.35746364,64.9
18.56867266,18.49193764,17.07737766,17.21432431,17.30810885,65
18.45930175,18.39378285,16.98111791,17.12900006,17.23164263,65.1
18.36154627,18.30344498,16.89428375,17.04975798,17.1594299,65.2
18.32178577,18.25688669,16.85675526,17.00670372,17.11548658,65.3
18.35366461,18.26880747,16.88209698,17.01345393,17.11232677,65.4
18.38047763,18.27841157,16.90429993,17.0191805,17.10903026,65.5
18.4430363,18.3198384,16.95921326,17.05311937,17.13006355,65.6
18.49955603,18.35752343,17.00962039,17.08456663,17.1496917,65.7
18.54991695,18.3913406,17.05539849,17.11335518,17.16772274,65.8
18.55716451,18.39183289,17.06524333,17.11476215,17.1637205,65.9
18.5480044,18.38039999,17.06179328,17.10666781,17.15238511,66
18.49152212,18.33408966,17.020086,17.07057916,17.11897136,66.1
18.49842566,18.33460205,17.02944217,17.07236682,17.11582885,66.2
18.50474262,18.33535385,17.03876538,17.07474199,17.11351491,66.3
18.56658888,18.38107536,17.09507706,17.11486537,17.1427723,66.4
18.62698277,18.42667479,17.15082943,17.15545698,17.17297234,66.5
18.67980161,18.46698365,17.20065818,17.19203395,17.20027749,66.6
18.7171222,18.49596842,17.23827824,17.21978932,17.22077029,66.7
18.72396317,18.50237864,17.25173459,17.22964644,17.22706521,66.8
18.72398059,18.50378756,17.25962171,17.23555433,17.23038212,66.9
18.72237463,18.5039403,17.26602745,17.24049653,17.23308697,67
18.71933544,18.50295001,17.27109419,17.24454643,17.23521967,67.1
18.70235979,18.49163613,17.26509405,17.24047566,17.23099423,67.2
18.69369892,18.48596811,17.26512539,17.24072772,17.23024429,67.3
18.70213872,18.4928182,17.27851168,17.25097368,17.23760599,67.4
18.6352804,18.44570636,17.23377553,17.21905545,17.21179075,67.5
18.61587616,18.43045402,17.22367064,17.21110442,17.20442564,67.6
18.59378846,18.41296829,17.21119863,17.20127081,17.19555434,67.7
18.49059878,18.33804605,17.13719938,17.14724958,17.15219742,67.8
18.40520128,18.27233041,17.07383626,17.09894902,17.11253708,67.9
18.33765718,18.21711168,17.02236303,17.05779084,17.07783164,68
18.29659344,18.17984575,16.99017383,17.02982426,17.05307531,68.1
18.23167594,18.12519829,16.9396995,16.98827267,17.01749949,68.2
18.18221021,18.08079958,16.90015136,16.95400513,16.98729384,68.3
18.04497156,17.97447723,16.79506945,16.87261022,16.92036412,68.4
17.93190751,17.88136257,16.70472712,16.79946687,16.85877615,68.5
17.84191417,17.80239564,16.62996799,16.73592463,16.80381316,68.6
17.75418254,17.72409915,16.55624664,16.67223187,16.74818717,68.7
17.68489875,17.6583612,16.49586039,16.61750045,16.6990818,68.8
17.6208089,17.59635817,16.43941405,16.56533076,16.65169513,68.9
17.5652398,17.54067389,16.38954424,16.51779949,16.60772978,69
17.51387053,17.48839436,16.34306146,16.4727546,16.56560126,69.1
17.47333684,17.44447335,16.30536723,16.43423857,16.52851351,69.2
17.45355631,17.41653496,16.28402685,16.40818881,16.50134904,69.3
17.42640768,17.38420367,16.25800301,16.37912103,16.47193677,69.4
17.37409647,17.33442636,16.21401764,16.33708656,16.43234582,69.5
17.33254646,17.29239988,16.17794816,16.30088291,16.39730143,69.6
17.25960209,17.22838093,16.11922995,16.24820703,16.34929282,69.7
17.18522779,17.16263704,16.05886738,16.19394081,16.29980431,69.8
17.12205518,17.10413855,16.00597648,16.14475916,16.25408668,69.9
17.07412191,17.05629003,15.96402889,16.10345712,16.21444736,70
17.03916481,17.01808754,15.93193402,16.06955665,16.18066225,70.1
16.98751464,16.96851647,15.8882644,16.02734545,16.1403662,70.2
16.93661078,16.91954608,15.84510352,15.98554378,16.10037584,70.3
16.87218719,16.86114379,15.79228446,15.93670004,16.0548216,70.4
16.83812327,16.82391501,15.76098791,15.90353425,16.02154191,70.5
16.79470921,16.78059848,15.72349051,15.86604642,15.98493155,70.6
16.77087564,16.75158015,15.70036798,15.83939522,15.95698243,70.7
16.77125947,16.7410843,15.69578376,15.82716889,15.94079146,70.8
16.77677392,16.73555555,15.69601842,15.81926146,15.92839793,70.9
16.7337021,16.69637072,15.66252561,15.78673594,15.89663218,71
16.69916278,16.66296103,15.63486063,15.75852963,15.86831756,71.1
16.69542863,16.65171303,15.62925474,15.74700658,15.85344342,71.2
16.69395511,16.64303768,15.6262185,15.73796044,15.84083496,71.3
16.70220574,16.64227054,15.63090121,15.73528933,15.83364776,71.4
16.74951575,16.67201669,15.66558391,15.75659577,15.8464327,71.5
16.79929892,16.70506463,15.70342267,15.78124001,15.86244575,71.6
16.85191861,16.74187368,15.74497895,15.80979237,15.88223316,71.7
16.90550653,16.78052633,15.78822893,15.84040728,15.90415778,71.8
16.95182072,16.81469523,15.8270281,15.86820342,15.9241658,71.9
16.99323029,16.84619268,15.86320216,15.89462552,15.94345377,72
17.0392169,16.88192281,15.90345881,15.9248477,15.96625589,72.1
17.07517342,16.9110116,15.93718674,15.95053446,15.98567387,72.2
17.10547186,16.93655128,15.96739961,15.97397355,16.00356018,72.3
17.13059507,16.95878298,15.99433301,15.99529424,16.01999394,72.4
17.14219367,16.97176009,16.01208525,16.00995645,16.03124647,72.5
17.13166508,16.96969384,16.0150012,16.01381462,16.03401897,72.6
17.03361908,16.9112674,15.96292988,15.97858117,16.00636016,72.7
16.99837448,16.88794367,15.94488522,15.96590845,15.99571495,72.8
16.94385642,16.85083546,15.91344647,15.94323881,15.97714498,72.9
16.85980332,16.79294533,15.86179341,15.90560875,15.94674814,73
16.78203299,16.73580316,15.81092562,15.86723573,15.91526419,73.1
16.74438312,16.7028039,15.7832496,15.84440255,15.89543306,73.2
16.73565703,16.68922453,15.77424993,15.83483591,15.88587182,73.3
16.71923482,16.67100315,15.76081813,15.822079,15.87380596,73.4
16.68206096,16.63912367,15.73417894,15.79970573,15.85417234,73.5
16.64793573,16.60887354,15.70900378,15.7781026,15.83500208,73.6
16.53316455,16.52665894,15.63405648,15.7210142,15.78827762,73.7
16.44835983,16.45921765,15.57314191,15.67212424,15.74711436,73.8
16.37980298,16.40036521,15.52041864,15.62801238,15.70912197,73.9
16.28705727,16.32479859,15.45175794,15.57184518,15.6614143,74
16.22907279,16.27028093,15.40294721,15.528896,15.62343126,74.1
16.23840176,16.26229446,15.39824073,15.5180776,15.61052272,74.2
16.2076217,16.22830543,15.36894471,15.48955582,15.58377376,74.3
16.15490585,16.18029274,15.32638893,15.45141579,15.54943162,74.4
16.11814121,16.14260497,15.29372516,15.42015061,15.5202471,74.5
16.11515668,16.12835888,15.28306713,15.40513979,15.50385265,74.6
16.11345992,16.11642762,15.27474762,15.39228317,15.48930232,74.7
16.07148966,16.07858313,15.24213228,15.36191839,15.46105892,74.8
16.00507362,16.0245889,15.19437578,15.32047743,15.42405832,74.9
15.96742008,15.98811939,15.16279161,15.29035352,15.39570422,75
15.95925961,15.97175501,15.15037456,15.27432448,15.37840804,75.1
15.95843782,15.96156634,15.14385674,15.26306947,15.365049,75.2
16.00824441,15.98907037,15.1726452,15.27931171,15.37411876,75.3
16.07598805,16.03232084,15.21639768,15.30821254,15.39401543,75.4
16.13459524,16.07031072,15.25538431,15.33417353,15.41192487,75.5
16.1467681,16.07689783,15.26527835,15.33852834,15.41267844,75.6
16.17612836,16.09601445,15.28695235,15.35226499,15.42124565,75.7
16.22468485,16.12986796,15.32247174,15.37727027,15.43931756,75.8
16.2293203,16.13456376,15.33120953,15.38245965,15.44166887,75.9
16.2643127,16.16004014,15.35909595,15.40244055,15.45615471,76
16.32691429,16.20618299,15.40616481,15.43782995,15.48356129,76.1
16.33725408,16.21720705,15.42103419,15.4491202,15.49169637,76.2
16.29027215,16.19130579,15.40230367,15.43582897,15.4804209,76.3
16.31034645,16.20684997,15.42109826,15.44996604,15.49093445,76.4
16.28619426,16.19356588,15.41367911,15.44482098,15.48618616,76.5
16.2595434,16.17758126,15.40359855,15.43754464,15.47972235,76.6
16.19422821,16.13608449,15.37020419,15.41311149,15.4596929,76.7
16.13827517,16.09782554,15.33929053,15.38979559,15.44028629,76.8
16.03775,16.0298573,15.28130591,15.3464781,15.40504241,76.9
15.93521486,15.95639569,15.21785154,15.29795752,15.36520215,77
15.85700422,15.8946919,15.16441562,15.25535217,15.32939149,77.1
15.79401583,15.84103395,15.11783925,15.21686932,15.29639135,77.2
15.74021348,15.79255308,15.07563261,15.18099598,15.2651336,77.3
15.69126448,15.74689292,15.03580484,15.14640953,15.23462493,77.4
15.64253997,15.70128399,14.99584302,15.11139992,15.20357961,77.5
15.60610415,15.66368557,14.96305948,15.08131323,15.17618383,77.6
15.59241222,15.64184278,14.94451204,15.06166612,15.15693916,77.7
15.59639019,15.63323424,14.93798539,15.05121372,15.145064,77.8
15.60007416,15.6258818,14.93280219,15.04210879,15.13438266,77.9
15.60175363,15.61838358,14.92763792,15.0333358,15.12408678,78
15.60996757,15.61640505,14.92756944,15.02871362,15.11724112,78.1
15.59895961,15.60257996,14.9171406,15.01662341,15.10454728,78.2
15.59164848,15.59162465,14.90929393,15.00662862,15.09359426,78.3
15.62719321,15.61088984,14.92873117,15.01768357,15.09974841,78.4
15.65936263,15.62934256,14.94775477,15.02899481,15.10639397,78.5
15.66570532,15.63120875,14.95211332,15.02954707,15.10455963,78.6
15.66959389,15.63190417,14.95550222,15.02962625,15.1024848,78.7
15.63899028,15.61029525,14.93931597,15.01522127,15.08891295,78.8
15.61219614,15.59027518,14.92436382,15.00162651,15.07595653,78.9
15.6255725,15.59642561,14.93252506,15.005419,15.07697062,79
15.67073462,15.62575704,14.96155591,15.02568187,15.09159742,79.1
15.75767342,15.68884209,15.02150431,15.07139796,15.12778197,79.2
15.84003693,15.74944945,15.07943199,15.1160486,15.16341491,79.3
15.92120551,15.81079653,15.13843627,15.16233782,15.20086355,79.4
15.99327603,15.86628914,15.19237912,15.2050801,15.23566508,79.5
16.02744148,15.89594996,15.2235203,15.2303847,15.25635321,79.6
16.05192273,15.91940456,15.24918301,15.25173582,15.27398962,79.7
16.06719056,15.93686651,15.26960863,15.26931822,15.28872835,79.8
16.07752944,15.95089934,15.28698734,15.28472699,15.30182788,79.9
16.07627105,15.95725865,15.29750224,15.29506363,15.3109312,80
16.06347723,15.95575852,15.30102132,15.30020257,15.31593104,80.1
16.05199222,15.95384038,15.30399192,15.30478802,15.32047813,80.2
16.03728546,15.94897768,15.30419644,15.30720591,15.32329008,80.3
16.02690235,15.94561064,15.30559274,15.31028792,15.32658228,80.4
16.00162827,15.93263398,15.29838954,15.30699562,15.3248256,80.5
15.89678287,15.87235569,15.25075994,15.27461287,15.30034385,80.6
15.8224326,15.8233317,15.21163981,15.24689456,15.27892038,80.7
15.77325268,15.78608466,15.18186269,15.22489958,15.26153019,80.8
15.70355125,15.73516533,15.14005842,15.19367477,15.23667259,80.9
15.72649673,15.7408284,15.14627564,15.196703,15.23835249,81
15.79682155,15.78258106,15.18443411,15.22442267,15.2600567,81.1
15.83311457,15.80233218,15.20380402,15.23831047,15.27083796,81.2
15.87577772,15.82812218,15.22871296,15.25676979,15.28546509,81.3
15.92922424,15.86289004,15.261694,15.28178756,15.30558092,81.4
15.9386766,15.87015432,15.27122473,15.2895112,15.31200447,81.5
15.94836172,15.87783053,15.28120327,15.29767735,15.31884144,81.6
15.99650897,15.91111165,15.31333862,15.32274277,15.33935551,81.7
16.03820283,15.9414028,15.3431955,15.3464839,15.35901289,81.8
16.08139953,15.97373861,15.37505285,15.3721077,15.38038482,81.9
16.11501616,16.00065257,15.40241219,15.39462253,15.39941532,82
16.12421196,16.01274836,15.41729904,15.40803288,15.41128905,82.1
16.1268246,16.02045835,15.42845932,15.41873423,15.42106036,82.2
16.14193343,16.03536757,15.44569408,15.43397189,15.4344933,82.3
16.16676014,16.05643058,15.46815745,15.4532296,15.45122347,82.4
