b=1,b=2,b=3,b=4,b=5,t
16.25621042,16.35203818,19.80266053,20.11450762,20.28341386,40.5
16.31814262,16.42714579,19.83531574,20.14789236,20.31776114,40.6
16.37472692,16.49481902,19.86512415,20.17857229,20.34947455,40.7
16.41418456,16.53895462,19.88434931,20.19904545,20.37116621,40.8
16.44809574,16.57322703,19.89899812,20.21486311,20.38812564,40.9
16.46870637,16.58727673,19.90448559,20.2216522,20.39609191,41
16.48789492,16.59988875,19.90892834,20.22738488,20.40298793,41.1
16.51741484,16.62866686,19.92035897,20.23992603,20.41661216,41.2
16.54476878,16.65518974,19.93107524,20.25184747,20.42967066,41.3
16.57685963,16.68831186,19.94475524,20.26658812,20.44546846,41.4
16.62060252,16.73682866,19.9658003,20.28835361,20.46810521,41.5
16.66420408,16.78419326,19.98672126,20.30992841,20.49050341,41.6
16.6976982,16.81720325,20.00132398,20.32540265,20.50690666,41.7
16.73389922,16.85446448,20.01818946,20.34310313,20.52552046,41.8
16.75582862,16.87128272,20.02597862,20.3520225,20.53549517,41.9
16.77461235,16.88371445,20.03136224,20.35853763,20.54305425,42
16.77269672,16.86520561,20.0226742,20.35129473,20.53698422,42.1
16.7853662,16.87062772,20.02292015,20.35266157,20.53936729,42.2
16.80903582,16.89344223,20.03077163,20.36144539,20.54908468,42.3
16.83423971,16.91889467,20.03997958,20.37157053,20.56013887,42.4
16.84124011,16.91520898,20.03503332,20.36762854,20.55711344,42.5
16.86393584,16.93558905,20.04040786,20.37365502,20.56388327,42.6
16.89853564,16.97268616,20.05391196,20.38751277,20.57832898,42.7
16.90739127,16.97200307,20.04962942,20.38406563,20.57569393,42.8
16.92739092,16.98937071,20.05344505,20.38854751,20.5809195,42.9
16.94284,17.00162002,20.05518378,20.3911606,20.58439903,43
16.94211715,16.99088561,20.04631516,20.38352504,20.57780915,43.1
16.94641379,16.98698968,20.03890117,20.37701942,20.57215419,43.2
16.97002787,17.0112953,20.04424706,20.38278472,20.57851776,43.3
16.99695725,17.03982879,20.05189471,20.390738,20.58700491,43.4
17.03632845,17.08617347,20.06946863,20.40844227,20.60516876,43.5
17.07147735,17.12656717,20.08476708,20.42402245,20.62129264,43.6
17.1111905,17.1722188,20.10332028,20.44269746,20.64041807,43.7
17.1500549,17.21525655,20.12093383,20.46034901,20.65845862,43.8
17.18954751,17.25893888,20.13954635,20.47901197,20.67751862,43.9
17.2337396,17.30877702,20.16210844,20.50153539,20.70039257,44
17.27343018,17.35238516,20.18212641,20.5216793,20.72097912,44.1
17.27742217,17.342922,20.17613285,20.5165064,20.71658588,44.2
17.28160478,17.335305,20.16994013,20.51109572,20.71193282,44.3
17.29524776,17.34204636,20.16937755,20.51096523,20.71236312,44.4
17.30612397,17.34534884,20.16670294,20.50875561,20.71072793,44.5
17.30881847,17.33683425,20.1575629,20.50017697,20.70276094,44.6
17.34299587,17.37514354,20.17191794,20.51443433,20.71729978,44.7
17.38187201,17.418226,20.18916352,20.53132334,20.73430994,44.8
17.44583686,17.49385523,20.2267943,20.56803759,20.77083975,44.9
17.52821428,17.59188711,20.28164596,20.62176143,20.82427459,45
17.60778561,17.68576795,20.33457119,20.67363888,20.87590368,45.1
17.66968609,17.75624083,20.37273803,20.71110532,20.91330565,45.2
17.73429019,17.82896392,20.41315434,20.7506902,20.95273991,45.3
17.78970919,17.888055,20.44594085,20.78277085,20.9847246,45.4
17.84073274,17.94105511,20.47588689,20.81217116,21.01412008,45.5
17.88744934,17.98817184,20.50308409,20.83898077,21.04101506,45.6
17.91625846,18.00971142,20.51690161,20.85287177,21.05524335,45.7
17.93050131,18.0109857,20.52038589,20.85684675,21.05978733,45.8
17.94289349,18.01132651,20.52266663,20.85968011,21.06322693,45.9
17.92934565,17.97422051,20.50624201,20.84448068,21.04899736,46
17.89343206,17.906969,20.47437342,20.81448879,21.02033693,46.1
17.83976346,17.81885558,20.43081575,20.77340441,20.9809265,46.2
17.75716085,17.69236418,20.36680726,20.7126499,20.92227268,46.3
17.63449719,17.5141926,20.27668872,20.62706252,20.83950068,46.4
17.5353935,17.38134442,20.19630895,20.55017051,20.7648544,46.5
17.47068489,17.30443623,20.13625562,20.49241952,20.70871075,46.6
17.43452812,17.26965298,20.09511988,20.45268966,20.67010372,46.7
17.41399193,17.25685677,20.06560466,20.42418524,20.64251552,46.8
17.409062,17.26478692,20.04819569,20.40741234,20.62645944,46.9
17.4210613,17.29356375,20.04386415,20.40325696,20.62276328,47
17.42874273,17.31625999,20.03768372,20.39752138,20.61764901,47.1
17.41791673,17.31263104,20.0180198,20.37883038,20.59987528,47.2
17.40693123,17.30836782,19.99854045,20.36035062,20.5823309,47.3
17.37263493,17.27291618,19.96394181,20.32762869,20.55105352,47.4
17.32089465,17.21311197,19.91662651,20.28268702,20.50783733,47.5
17.24000934,17.11375531,19.84950183,20.21890375,20.44633311,47.6
17.12785569,16.97320974,19.76099119,20.13476495,20.3650639,47.7
17.05280707,16.89261908,19.69532893,20.0721848,20.30464641,47.8
16.9936664,16.83289157,19.63699726,20.01607965,20.25020894,47.9
16.96218267,16.80796768,19.5948496,19.9748614,20.20989777,48
16.95994746,16.82033811,19.57430161,19.95425243,20.18961873,48.1
16.97145875,16.84551613,19.56224593,19.94133378,20.17653104,48.2
16.99458981,16.88034135,19.55718249,19.93459719,20.16910716,48.3
17.01714446,16.91448982,19.55381371,19.92984283,20.16384686,48.4
17.03914595,16.94800195,19.55202839,19.92693721,20.16060171,48.5
17.05996765,16.98032524,19.55141358,19.92549964,20.15901083,48.6
17.1266099,17.06575923,19.58967868,19.96149597,20.19394827,48.7
17.21329286,17.17146567,19.64827143,20.01748088,20.24863939,48.8
17.31138461,17.28773549,19.72012395,20.0867601,20.31663008,48.9
17.41991282,17.4118407,19.80470442,20.16880119,20.39737561,49
17.53001205,17.53669516,19.89167368,20.25329742,20.48060924,49.1
17.62414316,17.64704939,19.96025333,20.31945171,20.54555604,49.2
17.71078421,17.74877137,20.02141959,20.378354,20.60335699,49.3
17.79009923,17.84161648,20.07593882,20.43084567,20.65489986,49.4
17.83765442,17.89163968,20.09970355,20.45313073,20.67657677,49.5
17.88347069,17.93853033,20.12211918,20.4740738,20.69690777,49.6
17.92763989,17.98252532,20.14326142,20.49374951,20.71596723,49.7
17.95989624,18.00885198,20.15336377,20.5025779,20.72428929,49.8
17.97746716,18.01386646,20.15034699,20.49860181,20.71999343,49.9
17.99544147,18.02027635,20.14781927,20.4950504,20.71607689,50
18.01312579,18.02647617,20.14463968,20.49071824,20.71129092,50.1
18.03116872,18.03388832,20.14196161,20.48683882,20.70692238,50.2
18.04896193,18.04172997,20.13944073,20.48312099,20.70271462,50.3
18.06707525,18.05056193,20.13737132,20.47981093,20.69888271,50.4
18.10513197,18.08843471,20.1545503,20.49536112,20.71366482,50.5
18.16798719,18.15980523,20.19673415,20.53558307,20.75289874,50.6
18.23674724,18.23850958,20.24570579,20.58263515,20.7989851,50.7
18.29343958,18.30067576,20.28295767,20.61818329,20.83370701,50.8
18.34521401,18.35647682,20.31656042,20.65034455,20.86521101,50.9
18.38112089,18.39027123,20.33577078,20.66853178,20.88300814,51
18.40754455,18.40998749,20.34570378,20.67754518,20.89169174,51.1
18.43288523,18.42857513,20.35482767,20.68576066,20.89958115,51.2
18.46503207,18.45783369,20.37113303,20.70109241,20.91454341,51.3
18.49373118,18.48298434,20.38512753,20.71430589,20.9275095,51.4
18.51670593,18.50034012,20.39413439,20.72268366,20.93573472,51.5
18.55487619,18.53893075,20.41701678,20.74448622,20.95708968,51.6
18.59489672,18.57912357,20.4410612,20.76727572,20.9793127,51.7
18.63335308,18.61679599,20.46363629,20.78860364,21.00007578,51.8
18.67132451,18.65577401,20.48814881,20.81226005,21.02342169,51.9
18.70999447,18.69784768,20.51584539,20.83947243,21.05056326,52
18.75756735,18.75000361,20.55032963,20.87297952,21.08367368,52.1
18.83336386,18.83772055,20.61242739,20.93353757,21.14344445,52.2
18.91655277,18.93377465,20.68247222,21.00201046,21.21109762,52.3
19.00302533,19.03360173,20.75663909,21.07470361,21.28303023,52.4
19.08507444,19.12790829,20.82664984,21.14337148,21.3510279,52.5
19.16399779,19.2175029,20.89335146,21.20874761,21.41574586,52.6
19.2395966,19.30216593,20.95665206,21.27076239,21.47712938,52.7
19.30104684,19.36727113,21.00547352,21.31848526,21.52435499,52.8
19.35860346,19.42697759,21.05082079,21.36285881,21.56831342,52.9
19.41267488,19.48177004,21.0929919,21.40415088,21.60925214,53
19.47810073,19.55175445,21.14639571,21.45642337,21.66099188,53.1
19.55380846,19.63503685,21.21051366,21.51927789,21.72321148,53.2
19.62617079,19.71335815,21.27121,21.57875431,21.78208328,53.3
19.69568832,19.78775791,21.32939793,21.63582971,21.83862603,53.4
19.74176852,19.82833626,21.36337449,21.66900099,21.87148886,53.5
19.78620295,19.86658429,21.39548149,21.700261,21.90241127,53.6
19.82441549,19.89631762,21.42165635,21.72572658,21.92763211,53.7
19.85858654,19.92084642,21.44401278,21.74745113,21.94916307,53.8
19.88540177,19.93595768,21.45995638,21.76302464,21.9647173,53.9
19.90520945,19.94302177,21.47061953,21.77369112,21.97560959,54
19.92051941,19.94448139,21.47670798,21.77980496,21.98196533,54.1
19.93829779,19.9512555,21.48553636,21.78859834,21.99095621,54.2
19.96497855,19.97197324,21.50300389,21.80576475,22.00813573,54.3
20.00620702,20.01452194,21.53566578,21.83791596,22.04014422,54.4
20.03653249,20.04134498,21.55733477,21.85925424,22.06146832,54.5
20.07144564,20.07459594,21.58316831,21.88456708,22.08663579,54.6
20.11355201,20.11848265,21.61673493,21.91753872,22.11940189,54.7
20.15126823,20.15610953,21.64599035,21.94628557,22.14800377,54.8
20.17270249,20.17087626,21.65953614,21.95972985,22.16158753,54.9
20.18653756,20.17538231,21.6657527,21.96600933,22.16812093,55
20.19896764,20.17830248,21.6700013,21.97021344,22.17250969,55.1
20.21086358,20.1813798,21.67370773,21.97383961,22.17629564,55.2
20.20652724,20.16116939,21.66094182,21.96125821,22.16406712,55.3
20.21675593,20.16576196,21.66472243,21.96516495,22.1682614,55.4
20.22381711,20.16736655,21.66643332,21.96720629,22.1707238,55.5
20.240887,20.18292353,21.67691021,21.97756811,22.18120317,55.6
20.24399216,20.17819371,21.67292206,21.97365968,22.17756058,55.7
20.24007221,20.166772,21.66502077,21.96643854,22.1709967,55.8
20.20237103,20.10892697,21.62705053,21.93041645,22.1364917,55.9
20.15974002,20.0461524,21.58333251,21.88854342,22.09607957,56
20.1189329,19.98893465,21.54095084,21.8477917,22.05664712,56.1
20.08760107,19.94586697,21.50507341,21.81279084,22.02247043,56.2
20.07909435,19.93714958,21.49184946,21.79984038,22.00991074,56.3
20.06996811,19.92818072,21.47853175,21.78686695,21.99737258,56.4
20.05893261,19.91763487,21.46439659,21.77326267,21.98432386,56.5
20.03221903,19.88603119,21.4359892,21.74592942,21.957922,56.6
20.00658727,19.85539097,21.40686998,21.7175454,21.9302535,56.7
19.96543174,19.80178848,21.36068555,21.67218106,21.88569434,56.8
19.94025449,19.77360169,21.33131936,21.64331509,21.85738714,56.9
19.90854261,19.73728335,21.29618702,21.60891877,21.82371169,57
19.86134765,19.68001718,21.24625728,21.5601566,21.7759783,57.1
19.82990737,19.6460643,21.21106234,21.52552884,21.7419577,57.2
19.83250749,19.65923356,21.20962269,21.52380432,21.74021261,57.3
19.83110739,19.66665716,21.20479637,21.51890039,21.73543115,57.4
19.81963712,19.66003501,21.19041574,21.50476934,21.72165716,57.5
19.80511563,19.65032282,21.17459009,21.48950717,21.70695675,57.6
19.75594781,19.59112185,21.12422653,21.4405844,21.65924668,57.7
19.68272735,19.49854492,21.04993451,21.36831199,21.58861759,57.8
19.5997401,19.39823576,20.96998303,21.29110603,21.51352006,57.9
19.51505596,19.29815898,20.88746748,21.21113327,21.43553131,58
19.44767885,19.2253946,20.82124066,21.14672443,21.37259564,58.1
19.38338798,19.1593688,20.75924208,21.08656042,21.31389889,58.2
19.3278573,19.10505948,20.70415971,21.03277648,21.26122226,58.3
19.28416126,19.06553914,20.65856005,20.98780299,21.21690078,58.4
19.24647421,19.033063,20.61784545,20.94739011,21.17691815,58.5
19.19623295,18.98308926,20.56498583,20.89522418,21.12546924,58.6
19.12920379,18.91200987,20.49809035,20.82985326,21.06138393,58.7
19.01101361,18.76856759,20.38105794,20.71589769,20.94985937,58.8
18.91527788,18.65887077,20.28191163,20.6183185,20.85368671,58.9
18.88198033,18.63773511,20.24524777,20.58143302,20.81685297,59
18.85209107,18.61957147,20.21170156,20.54758207,20.78299357,59.1
18.84138439,18.62609812,20.19816656,20.53343673,20.76858317,59.2
18.8295529,18.63014496,20.18417812,20.51904073,20.75405951,59.3
18.81467048,18.62730779,20.1655884,20.49995748,20.73481476,59.4
18.7962894,18.61763567,20.14237308,20.47622323,20.71092269,59.5
18.77668418,18.60648599,20.11915861,20.45274917,20.68745957,59.6
18.77484732,18.61875218,20.11458287,20.44761155,20.68207708,59.7
18.75871289,18.61279315,20.09786989,20.43110064,20.66585744,59.8
18.75380097,18.62218502,20.0936255,20.42696935,20.66191942,59.9
18.73514105,18.61270106,20.07639265,20.41039833,20.64594415,60
18.70074912,18.58172656,20.04426132,20.37953985,20.61612963,60.1
18.65879185,18.53908478,20.00309899,20.33967621,20.57736723,60.2
18.62164423,18.50297455,19.96581789,20.30338644,20.54196893,60.3
18.60133325,18.49042469,19.94548451,20.28353175,20.52261101,60.4
18.59766445,18.50081366,19.94293422,20.2811561,20.52046961,60.5
18.60969598,18.5291969,19.95439082,20.29216713,20.53127318,60.6
18.65114175,18.59252784,19.99464024,20.3311956,20.5694961,60.7
18.68171333,18.64072492,20.02368648,20.35934789,20.59710543,60.8
18.69970827,18.67198789,20.0406575,20.37593169,20.61352708,60.9
18.71310148,18.69714392,20.05402435,20.38924894,20.62691757,61
18.72050977,18.71319619,20.06110104,20.39647056,20.63436958,61.1
18.72590135,18.72422708,20.06423596,20.3995789,20.63762368,61.2
18.72586436,18.72639757,20.06069352,20.39603131,20.63427012,61.3
18.72603084,18.72849501,20.05705259,20.39233843,20.63074213,61.4
18.72417144,18.72835654,20.05207569,20.38748193,20.62616557,61.5
18.70966425,18.71068836,20.03439809,20.37035994,20.60966275,61.6
18.69672873,18.69649849,20.01909631,20.35563529,20.59555412,61.7
18.66701577,18.66089977,19.98902494,20.32700857,20.56816214,61.8
18.64397451,18.63609573,19.96579457,20.30492674,20.54708719,61.9
18.5810283,18.55264204,19.89999895,20.24141241,20.48552971,62
18.53768867,18.50017145,19.8531834,20.1958142,20.4410943,62.1
18.48058703,18.43001463,19.79303166,20.13737162,20.38418754,62.2
18.41078747,18.3442875,19.72064168,20.06711135,20.31578215,62.3
18.41649468,18.36476615,19.72445028,20.07020102,20.31849162,62.4
18.43076976,18.39467234,19.73659957,20.08140564,20.32913787,62.5
18.46562566,18.44867851,19.76916804,20.11246647,20.35918788,62.6
18.47410392,18.46690556,19.77432098,20.11692469,20.36330856,62.7
18.48002763,18.48134142,19.77743964,20.11957222,20.36577666,62.8
18.4697619,18.47224239,19.76311746,20.10524608,20.35167251,62.9
18.46175496,18.46557227,19.75038556,20.09232093,20.33883904,63
18.45171244,18.45700073,19.73673855,20.07872169,20.32548703,63.1
18.44240293,18.44833014,19.72262134,20.06444494,20.31132935,63.2
18.42550096,18.43037151,19.70216137,20.04430161,20.2916419,63.3
18.389519,18.38654188,19.66291438,20.00617056,20.25458539,63.4
18.32741507,18.305849,19.5960331,19.94122269,20.19140065,63.5
18.24323623,18.19790375,19.50885285,19.85699584,20.10968686,63.6
18.18908876,18.134204,19.44876259,19.79781055,20.05152221,63.7
18.14263515,18.08534086,19.39989967,19.74990723,20.00457702,63.8
18.05407317,17.97452574,19.30438839,19.65648755,19.9131458,63.9
17.94939297,17.84838045,19.19784221,19.553191,19.81259399,64
17.85192965,17.73874897,19.10128554,19.45961099,19.72147846,64.1
17.76443446,17.64370185,19.01235033,19.37267027,19.63632012,64.2
17.67558647,17.54900622,18.92294419,19.28528581,19.55071827,64.3
17.58159124,17.45185118,18.83243664,19.19742961,19.46501933,64.4
17.47844886,17.34950133,18.74017044,19.10902061,19.37949396,64.5
17.37156454,17.24591407,18.64716095,19.02027734,19.29387834,64.6
17.25964792,17.13966246,18.55266314,18.93057609,19.20762758,64.7
17.15739761,17.04617583,18.46543805,18.84735636,19.12733216,64.8
17.0582394,16.95655583,18.38026755,18.76589825,19.04861073,64.9
16.99044552,16.90780303,18.32361064,18.71120813,18.99538708,65
16.87415562,16.79185019,18.22074369,18.61292216,18.9005264,65.1
16.76908918,16.69168029,18.1268706,18.52271319,18.81311319,65.2
16.72025308,16.66202986,18.08135471,18.47734178,18.76802335,65.3
16.73668734,16.71019903,18.09845036,18.49189276,18.78075924,65.4
16.75266216,16.75270251,18.11273544,18.50363131,18.79072938,65.5
16.80262931,16.83115024,18.16024957,18.54767045,18.83222134,65.6
16.84869505,16.90279798,18.20341668,18.58766254,18.86991402,65.7
16.8904217,16.96733586,18.24209482,18.62351492,18.90374528,65.8
16.89730095,16.98567203,18.24479709,18.62482972,18.90423181,65.9
16.89050879,16.98507939,18.23431178,18.61376603,18.89295933,66
16.84702486,16.93207213,18.18573177,18.56633354,18.84671894,66.1
16.8554871,16.95009618,18.1884386,18.56741464,18.84682167,66.2
16.86494912,16.96739719,18.19126558,18.5685634,18.84696855,66.3
16.918905,17.0412574,18.24181098,18.61618003,18.89243629,66.4
16.97256691,17.11311128,18.29190057,18.66351828,18.93776634,66.5
17.01970909,17.17632386,18.33600812,18.70536918,18.97799025,66.6
17.05640176,17.2235345,18.36781819,18.7352684,19.00659802,66.7
17.0716699,17.23916534,18.37519501,18.74146476,19.01218803,66.8
17.08046663,17.24659859,18.37696404,18.74253637,19.01300579,66.9
17.08742876,17.25190815,18.37730348,18.74232782,19.01264791,67
17.09271117,17.2553531,18.37635069,18.74095897,19.01122175,67.1
17.08808365,17.24433131,18.3642011,18.7287449,18.99927601,67.2
17.08899898,17.24210931,18.35829261,18.72248451,18.99303471,67.3
17.10465278,17.25902167,18.3662175,18.72910131,18.99893853,67.4
17.0595322,17.19224187,18.31438896,18.6796828,18.95170872,67.5
17.0489716,17.17818587,18.29828071,18.66373196,18.93615649,67.6
17.03581489,17.16119002,18.27978139,18.6455033,18.91841275,67.7
16.96212129,17.05682258,18.1978577,18.56714182,18.84323469,67.8
16.89868233,16.97324934,18.12706285,18.49880315,18.7772184,67.9
16.84924925,16.91130503,18.06875643,18.44149536,18.72116013,68
16.81790304,16.8771498,18.03048216,18.40318931,18.68321535,68.1
16.76890511,16.81813435,17.97323905,18.34670936,18.62777862,68.2
16.72852753,16.77429775,17.92735736,18.30126625,18.58302151,68.3
16.62340912,16.63767673,17.81307412,18.19091492,18.47626097,68.4
16.53128978,16.52717294,17.71439773,18.09500149,18.3829568,68.5
16.45635837,16.44296132,17.63224881,18.01403927,18.30339844,68.6
16.38299427,16.36178731,17.55126172,17.93387199,18.22436099,68.7
16.32215936,16.29952556,17.48431181,17.86703044,18.15801999,68.8
16.26441599,16.24215521,17.42146739,17.80420403,18.09557695,68.9
16.21246251,16.19310537,17.36550851,17.74806286,18.03961028,69
16.16144926,16.14688011,17.31299974,17.6956819,17.98755257,69.1
16.1220618,16.11341583,17.26983788,17.65173281,17.94327061,69.2
16.09862341,16.10067092,17.24392083,17.62442901,17.91508564,69.3
16.06987463,16.07990557,17.21287234,17.59248254,17.88263836,69.4
16.02427054,16.03413471,17.16260721,17.54210138,17.83247496,69.5
15.98599255,15.99886448,17.12078683,17.49988351,17.79020235,69.6
15.92431743,15.93129492,17.05460492,17.43464777,17.72603057,69.7
15.86167286,15.86282005,16.9867861,17.36761858,17.65997556,69.8
15.80613229,15.80548773,16.92710604,17.30830325,17.60125788,69.9
15.7624523,15.76402162,16.87929498,17.26009288,17.55302854,70
15.72995624,15.73622847,16.84211811,17.22182342,17.51419258,70.1
15.68614751,15.69192761,16.79233487,17.17154735,17.46388407,70.2
15.6412938,15.64736303,16.74303564,17.12204099,17.41451207,70.3
15.58502359,15.58831393,16.68314874,17.06278269,17.3560314,70.4
15.55240378,15.560569,16.64685146,17.02558218,17.31837222,70.5
15.51316619,15.52335882,16.60367358,16.98196517,17.27468089,70.6
15.489022,15.50572032,16.57616444,16.9532342,17.24520805,70.7
15.48468473,15.51234053,16.56875341,16.94365303,17.23407793,70.8
15.48431828,15.52344175,16.5663252,16.93919527,17.22813365,70.9
15.44932835,15.4869357,16.52662148,16.89938431,17.18852188,71
15.42177956,15.45955741,16.4934613,16.86549484,17.15436487,71.1
15.41721463,15.46227074,16.48460451,16.85473356,17.14230487,71.2
15.41676126,15.46800768,16.47844258,16.84638559,17.13247453,71.3
15.42318998,15.48251036,16.48056275,16.84629082,17.13080072,71.4
15.45928795,15.53400153,16.5153073,16.87790459,17.15990897,71.5
15.49812745,15.58773709,16.55315589,16.9128051,17.19243344,71.6
15.54263875,15.64524079,16.59479355,16.95119508,17.22825734,71.7
15.58779577,15.70319426,16.63797254,16.99145958,17.26619439,71.8
15.62829056,15.75428741,16.67598764,17.02692653,17.2996664,71.9
15.66702719,15.80129055,16.71090209,17.05936732,17.33023038,72
15.71003856,15.85264813,16.75014891,17.09608084,17.36500454,72.1
15.74641721,15.89463796,16.78194778,17.12575059,17.39311411,72.2
15.77918177,15.93127045,16.80968269,17.15162338,17.41767008,72.3
15.80852613,15.96294258,16.83364027,17.17396937,17.43892442,72.4
15.82592808,15.98039396,16.84705254,17.18682742,17.45150886,72.5
15.82489727,15.97509769,16.84342738,17.18414244,17.44971928,72.6
15.76442334,15.88618162,16.77618041,17.12193617,17.39190883,72.7
15.74101826,15.85584837,16.74987254,17.09736684,17.36897367,72.8
15.70481639,15.80793174,16.70854404,17.05823101,17.33196339,72.9
15.64768913,15.73210122,16.64431027,16.9972504,17.27408191,73
15.59534918,15.66383181,16.58223084,16.93708503,17.2160924,73.1
15.56662323,15.63179636,16.54779348,16.90287038,17.18248451,73.2
15.55690077,15.62638324,16.53504583,16.8892717,17.1684656,73.3
15.54338674,15.61457964,16.51713775,16.87064602,17.14958678,73.4
15.51472591,15.58292179,16.48384279,16.83771894,17.11731239,73.5
15.48635047,15.55323067,16.45238298,16.80671391,17.086959,73.6
15.40573243,15.44973564,16.36252108,16.72056521,17.00442298,73.7
15.34276522,15.37402932,16.29077091,16.65038564,16.93613245,73.8
15.29082528,15.31403435,16.22952439,16.58937202,16.87594008,73.9
15.22349433,15.2326037,16.15000757,16.51066117,16.79866352,74
15.17572151,15.18125689,16.09446209,16.45469202,16.74288336,74.1
15.17016068,15.18930878,16.09007668,16.44824919,16.73479033,74.2
15.13929954,15.16183048,16.05660018,16.41414201,16.70041704,74.3
15.09452891,15.11488402,16.00739662,16.36513445,16.65192006,74.4
15.06355764,15.08425553,15.97018397,16.3267549,16.61300091,74.5
15.05183439,15.08196954,15.95845107,16.31349293,16.59856478,74.6
15.0436706,15.08210475,15.94906221,16.30237583,16.58615431,74.7
15.01055227,15.04713461,15.91067845,16.26364736,16.54750103,74.8
14.9624112,14.99092759,15.8543825,16.2077056,16.49236785,74.9
14.92818114,14.95754999,15.81762083,16.17084468,16.45565225,75
14.92073283,14.95433283,15.80385897,16.15450691,16.43754776,75.1
14.91982935,14.95822551,15.79667462,16.14450458,16.42554579,75.2
14.95107553,15.00523373,15.82981672,16.17443674,16.45266226,75.3
14.99609999,15.06852328,15.87923511,16.22069705,16.49599952,75.4
15.0360084,15.12421304,15.92252209,16.26122606,16.53401633,75.5
15.04750686,15.1407206,15.93127996,16.26829328,16.53983804,75.6
15.07234021,15.17288267,15.95370586,16.28833813,16.55800635,75.7
15.1113709,15.22206487,15.99188192,16.32372629,16.591054,75.8
15.12624994,15.23594902,15.99814399,16.32773651,16.59363504,75.9
15.1586141,15.27417308,16.02689887,16.35395488,16.6178696,76
15.20799977,15.33518319,16.07757573,16.40207684,16.66369809,76.1
15.22765996,15.3539321,16.0898771,16.41253936,16.67299981,76.2
15.21844371,15.32830439,16.06170257,16.38291265,16.64322244,76.3
15.24327051,15.35391745,16.07940141,16.39826018,16.65691355,76.4
15.24513348,15.34504955,16.06553763,16.38238949,16.64019651,76.5
15.24327615,15.33252351,16.04873582,16.36390779,16.62108819,76.6
15.21835179,15.28790073,16.00371328,16.31815598,16.57582431,76.7
15.19364429,15.2475505,15.96260273,16.27652919,16.53463517,76.8
15.14318453,15.17084186,15.88884585,16.20303064,16.46264654,76.9
15.08879389,15.09086889,15.81014023,16.12402605,16.38474032,77
15.04357644,15.02788362,15.74538702,16.05834091,16.31931425,77.1
15.00363707,14.97543642,15.68991831,16.001809,16.26268232,77.2
14.96582465,14.92888832,15.64023146,15.95127817,16.21202407,77.3
14.92978748,14.88606089,15.59381004,15.90394221,16.16442158,77.4
14.89158513,14.84241741,15.54733268,15.8569557,16.11740547,77.5
14.86162278,14.80973537,15.50997847,15.81846438,16.07830105,77.6
14.84601282,14.79632802,15.48996478,15.79675476,16.05531283,77.7
14.84068119,14.79739079,15.48405083,15.78921,16.04632187,77.8
14.83704424,14.79947593,15.47926545,15.78274872,16.03842051,77.9
14.8329399,14.80051011,15.47400979,15.77600264,16.03041027,78
14.83305823,14.80712414,15.47446589,15.77507643,16.0282327,78.1
14.82570751,14.80060684,15.46202992,15.76096705,16.012963,78.2
14.81959025,14.7964768,15.45247469,15.75001706,16.00099678,78.3
14.83979183,14.82709865,15.47560451,15.7712601,16.02036797,78.4
14.86073491,14.85658046,15.49762358,15.79124518,16.03847039,78.5
14.86769006,14.86633067,15.50136121,15.79326943,16.03919467,78.6
14.87321088,14.87407242,15.50361651,15.79400295,16.03880382,78.7
14.8638431,14.85764011,15.48181356,15.77013396,16.013937,78.8
14.85454893,14.84257903,15.46173653,15.74824401,15.99114415,78.9
14.86644361,14.85748278,15.47019977,15.75471853,15.99603785,79
14.89753632,14.89775866,15.50340983,15.78592887,16.02527476,79.1
14.95741422,14.97359502,15.57199598,15.85263199,16.08965948,79.2
15.01457273,15.04589708,15.63760412,15.91659742,16.15157198,79.3
15.07408152,15.11884028,15.70374547,15.98089975,16.2137568,79.4
15.12860946,15.18488658,15.76339742,16.03882706,16.26979342,79.5
15.16281252,15.22253658,15.79520926,16.0688026,16.29832286,79.6
15.19001651,15.25187207,15.8199503,16.09225878,16.32084847,79.7
15.2120458,15.27404471,15.83806255,16.10923,16.3371204,79.8
15.23044257,15.29177567,15.85232646,16.12259104,16.35000931,79.9
15.23853518,15.29839366,15.85771906,16.12812143,16.35590929,80
15.23764507,15.29462455,15.85426281,16.12545037,16.35418257,80.1
15.23661155,15.29108797,15.85062397,16.12241963,16.35194652,80.2
15.23140663,15.28357964,15.84373456,16.11648334,16.34705509,80.3
15.23110279,15.28058939,15.83921325,16.11187665,16.34274371,80.4
15.2158249,15.2624323,15.82332503,16.09767371,16.33016832,80.5
15.16005988,15.18649769,15.75444181,16.03183511,16.26803829,80.6
15.11552246,15.12903223,15.6999259,15.97892116,16.21735302,80.7
15.08178735,15.08838088,15.65958361,15.93926105,16.17886339,80.8
15.03660387,15.03229506,15.60442064,15.88489042,16.12599867,80.9
15.04023543,15.04481939,15.61263121,15.89225048,16.13233577,81
15.07552283,15.09741226,15.65959242,15.9379458,16.17612644,81.1
15.09442244,15.1255934,15.68253835,15.95949713,16.19620513,81.2
15.11882038,15.15999166,15.71173405,15.98730131,16.22248328,81.3
15.14995574,15.20327497,15.75022442,16.02465617,16.25837104,81.4
15.158805,15.21504464,15.7584218,16.03197205,16.26505512,81.5
15.16938839,15.22778749,15.76714469,16.03952949,16.27179569,81.6
15.20157822,15.26923677,15.80372371,16.07472823,16.30548743,81.7
15.23233611,15.30720631,15.83684943,16.10638438,16.33570331,81.8
